"MLog","EntryDate","RelDate","RelSite","State","County","City","Waterway","Photos","FormComplete","CondStop","BottomFeed","NatVeg","VegType","MonthsVeg","ExpWater","DisplayType","RelType","MonthsExpWater","VetID","Weight","EstW","WDate","Length","EstL","LDate","Comments","Org","Status","CreateBy","CreateDate","UpdateBy","UpdateDate"
1553,2015-01-18 12:04:36.557,2015-01-22 00:00:00.000,Three Sisters Spring,FL,Citrus,Crystal River,Three Sisters Spring,1,1,1,1,1,hydrilla,>12,1,F,F,>12,rball,372,N,2014-12-22 00:00:00.000,243,N,2014-12-22 00:00:00.000,,LPZ,1,vedmonds,2015-01-18 12:04:36.557,vedmonds,2015-02-01 11:05:40.943
1553,2015-02-01 11:04:44.497,2015-01-22 00:00:00.000,Three Sisters Spring,FL,Citrus,Crystal River,Three Sisters Spring,1,1,1,,,,,0,,,,rball,372,N,2014-12-22 00:00:00.000,243,N,2014-12-22 00:00:00.000,,LPZ,1,vedmonds,2015-02-01 11:04:44.497,vedmonds,2015-02-01 11:05:40.943
1554,2015-01-18 12:20:00.947,2015-01-08 00:00:00.000,Manatee Park,FL,Lee,Fort Myers,Orange River,1,1,1,1,1,hydrilla,>12,1,F,B,,rball,338,N,2014-12-04 00:00:00.000,246,N,2014-12-04 00:00:00.000,,LPZ,1,vedmonds,2015-01-18 12:20:00.947,vedmonds,2015-01-18 12:24:37.563
1555,2015-01-07 11:13:24.640,2015-01-08 00:00:00.000,FP&L boat ramp,FL,Lee,Ft. Myers,Orange River,1,0,0,1,1,"Hydrilla, water hyacinth","03",0,F,,"00",dmurphy,404,N,2014-12-15 00:00:00.000,262,N,2014-12-15 00:00:00.000,,SFM,1,mmargold,2015-01-07 11:13:24.640,mmargold,2015-01-29 10:46:53.817
1556,2016-01-28 07:50:12.370,2016-01-29 00:00:00.000,Big Bend Manatee Viewing Area,FL,Hillsborough,Apollo Beach,Tampa Bay,1,1,0,1,1,water hyacinth,"03",0,F,,,dmurphy,331,N,2015-11-23 00:00:00.000,249,N,2015-11-23 00:00:00.000,,SFM,1,mmargold,2016-01-28 07:50:12.370,dszemer,2016-07-19 11:45:12.970
1557,2015-01-18 11:55:01.790,2015-12-09 00:00:00.000,TECO Power Plant,FL,Hillsborough,Apollo Beach,Tampa Bay,1,1,1,,,,,0,,,,rball,365,N,2014-12-08 00:00:00.000,248,N,2014-12-08 00:00:00.000,,LPZ,1,vedmonds,2015-01-18 11:55:01.790,vedmonds,2015-01-18 11:57:40.240
1558,2015-01-30 07:05:55.960,2015-01-27 00:00:00.000,Canal behind Caribbean Keys Condos,FL,Martin,Stuart,Willoughby Creek,0,0,0,,,,,0,,,,mrodriguez,304,N,2015-01-27 00:00:00.000,230,N,2014-12-12 00:00:00.000,,MSQ,1,jlinvill,2015-01-30 07:05:55.960,jlinvill,2015-01-30 07:07:33.977
1562,2014-05-27 07:04:28.563,2014-06-10 00:00:00.000,Horton Boat Ramp,FL,Lee,Cape Coral,Caloosahatchee River,1,1,1,,,,,0,,,,rball,327,N,2014-05-08 00:00:00.000,264,N,2014-05-08 00:00:00.000,,LPZ,1,vedmonds,2014-05-27 07:04:28.563,vedmonds,2014-06-17 08:58:51.660
1563,2015-01-18 12:28:03.860,2015-12-08 00:00:00.000,Manatee Park,FL,Lee,Fort Myers,Orange River,1,1,1,,,,,0,,,,rball,315,N,2014-12-11 00:00:00.000,245,N,2014-12-11 00:00:00.000,,LPZ,1,vedmonds,2015-01-18 12:28:03.860,vedmonds,2015-01-18 12:31:40.663
1564,2014-07-31 14:29:10.663,2014-07-23 00:00:00.000,Pete's Pier,FL,Citrus,Crystal River,Kings Bay,1,1,1,,,,,0,,,,rball,320,N,2014-06-20 00:00:00.000,247,N,2014-06-20 00:00:00.000,,LPZ,1,vedmonds,2014-07-31 14:29:10.663,vedmonds,2014-07-31 14:29:36.577
1565,2014-11-10 10:36:33.110,2014-11-19 00:00:00.000,Tampa Electric (TECO),FL,Hillsborough,Tampa,Tampa Bay,1,1,1,1,1,hydrilla,"08",1,F,F,"08",rball,245,N,2014-11-08 00:00:00.000,224,N,2014-11-08 00:00:00.000,,LPZ,1,vedmonds,2014-11-10 10:36:33.110,vedmonds,2014-12-04 19:16:37.947
1566,2016-01-15 13:14:24.790,2016-01-19 00:00:00.000,Port St John power plant,FL,Brevard,Port St John,Indian River intercoastal,1,1,1,1,1,Salt water grasses,"03",1,F,B,"00",sgearhart,317,N,2016-01-09 00:00:00.000,231,N,2016-01-09 00:00:00.000,Manatee to be belted,SWF,1,rrunnells,2016-01-15 13:14:24.790,rrunnells,2016-01-19 11:35:24.843
1566,2017-02-28 04:17:24.463,2017-02-27 00:00:00.000,Port St Johns boat ramp,FL,Brevard,Titusville,indian river,1,1,1,1,,,,1,F,B,"10",lcroft,354,N,2017-02-27 00:00:00.000,249,N,2017-02-27 00:00:00.000,Shirley was released at the boat ramp instead of the FPL out flow due to weather conditions. Shirley was belted and tagged by S2S,SWF,1,jpeterson,2017-02-28 04:17:24.463,jpeterson,2017-03-06 08:25:37.780
1567,2014-09-08 03:57:19.113,2014-09-11 00:00:00.000,Tomoka State Park,FL,Volusia,Ormond Beach,Tomoka River,1,0,0,1,,,,0,,,,lcroft,400,N,2014-09-04 00:00:00.000,255,N,2014-09-04 00:00:00.000,"Originally rescued due to cold stress, now cleared for release. Animal has been pit tagged, he will not be belted/tagged. FWC (Northeast Field Lab) will be on site to take current measurements and photos. ",SWF,1,bwagoner,2014-09-08 03:57:19.113,bwagoner,2014-09-14 15:10:16.843
1582,2016-01-27 07:37:38.587,2016-01-20 00:00:00.000,FPL-Brevard,FL,Brevard,Port St. John,Indian River,1,1,1,1,1,hydrilla,>12,0,F,B,,rball,318,N,2015-11-30 00:00:00.000,234,N,2015-11-30 00:00:00.000,,LPZ,1,vedmonds,2016-01-27 07:37:38.587,vedmonds,2016-01-27 07:38:21.930
1585,2017-02-23 13:44:00.860,2017-02-22 00:00:00.000,Little Mud Creek Boat Ramp,FL,St. Lucie,Port St. Lucie,Little mud creek,0,0,0,,,,,0,,,,mrodriguez,526,N,2017-02-22 00:00:00.000,270,N,2017-01-18 00:00:00.000,,MSQ,1,jlinvill,2017-02-23 13:44:00.860,jlinvill,2017-02-23 13:45:26.833
1585,2017-05-18 12:53:46.393,2017-05-16 00:00:00.000,Little Mud Creek Boat Ramp,FL,St. Lucie,Port St. Lucie,Little mud creek,0,0,0,,,,,0,,,,mrodriguez,533,N,2017-05-16 00:00:00.000,265,N,2017-05-16 00:00:00.000,,MSQ,1,jlinvill,2017-05-18 12:53:46.393,jlinvill,2017-05-18 12:57:06.387
1586,2014-08-15 06:17:51.887,2014-08-13 00:00:00.000,Timer Powers Park,FL,Martin,Indiantown,St. Lucie Canal,0,0,0,,,,,0,,,,mrodriguez,297,N,2014-08-13 00:00:00.000,250,N,2014-07-24 00:00:00.000,,MSQ,1,jlinvill,2014-08-15 06:17:51.887,jlinvill,2014-08-15 06:19:04.627
1588,2017-01-31 14:31:40.613,2017-01-31 00:00:00.000,Calusa Campgrounds,FL,Monroe,Key Largo,Calusa Campground Canal,0,0,0,1,1,Seagrass,"02",1,B,B,"02",mrodriguez,302,N,2017-01-31 00:00:00.000,231,N,2017-01-20 00:00:00.000,,MSQ,1,jlinvill,2017-01-31 14:31:40.613,jlinvill,2017-01-31 14:35:34.683
1591,2014-09-25 13:46:34.990,2014-09-30 00:00:00.000,Palm valley boat ramp,FL,St. Johns,St Augustine,ICW,1,1,0,1,,,,0,,,,sgearhart,436,N,2014-09-19 00:00:00.000,286,N,2014-09-19 00:00:00.000,Rescued 4/23/2014 due to tidal stranding now medically cleared for release. Animal Pit tagged will not be belted/tag. FWC will take current photos on site.,SWF,1,rrunnells,2014-09-25 13:46:34.990,rrunnells,2014-10-01 13:36:14.540
1592,2016-01-15 13:30:01.377,2016-01-19 00:00:00.000,Port St Johns power plant,FL,Brevard,Port St Johns,Indian river intercoastal,1,1,0,1,1,Salt water grasses,"03",0,F,B,"00",sgearhart,333,N,2015-12-23 00:00:00.000,244,N,2015-12-23 00:00:00.000,Manatee will not be belted,SWF,1,rrunnells,2016-01-15 13:30:01.377,rrunnells,2016-01-19 11:31:23.403
1595,2015-02-01 11:47:25.597,2015-01-29 00:00:00.000,Harbor Heights Park,FL,Charlotte,Punta Gorda,Peace River,1,1,1,,,,,0,,,,rball,596,N,2015-01-23 00:00:00.000,296,N,2015-01-23 00:00:00.000,,LPZ,1,vedmonds,2015-02-01 11:47:25.597,vedmonds,2015-02-01 12:26:06.080
1597,2017-02-28 04:14:15.247,2017-02-27 00:00:00.000,Port St Johns boat ramp,FL,Brevard,Titusville,indian river,1,1,1,1,,,,1,F,B,>12,lcroft,352,N,2017-02-27 00:00:00.000,224,N,2017-02-27 00:00:00.000,Blanche was released at the boat ramp instead of at the out flow due to weather conditions. S2S applied belt and tag,SWF,1,jpeterson,2017-02-28 04:14:15.247,jpeterson,2017-03-06 08:25:58.627
1600,2014-10-15 08:59:27.527,2014-10-22 00:00:00.000,Safety Harbor Marina,FL,Pinellas,Safety Harbor,Safety Harbor,1,1,1,,,,,0,,,,rball,390,N,2014-09-30 00:00:00.000,272,N,2014-09-30 00:00:00.000,,LPZ,1,vedmonds,2014-10-15 08:59:27.527,vedmonds,2014-10-26 09:50:50.570
1601,2014-10-15 09:01:10.417,2014-10-22 00:00:00.000,Safety Harbor Marina,FL,Pinellas,Safety Harbor,Safety Harbor,1,1,1,,,,,0,,,,rball,152,N,2014-09-30 00:00:00.000,203,N,2014-09-30 00:00:00.000,,LPZ,1,vedmonds,2014-10-15 09:01:10.417,vedmonds,2014-10-26 09:51:53.160
1602,2014-10-26 10:48:04.237,2014-10-30 00:00:00.000,Manatee Drive and Stringfellow Road,FL,Lee,St. James City,Matlacha Pass,1,1,1,,,,,0,,,,rball,250,Y,2014-09-15 00:00:00.000,230,N,2014-10-16 00:00:00.000,,LPZ,1,vedmonds,2014-10-26 10:48:04.237,vedmonds,2014-11-10 10:04:44.977
1603,2015-02-01 12:07:54.870,2015-01-28 00:00:00.000,Port of the Island Marina,FL,Collier,Naples,Faka Union Canal,1,1,1,,,,,0,,,,rball,717,N,2014-12-04 00:00:00.000,310,N,2014-12-04 00:00:00.000,"Port of the Island Marina, 525 Newport Dr, Naples, FL 34114

",LPZ,1,vedmonds,2015-02-01 12:07:54.870,vedmonds,2015-02-01 12:12:56.033
1605,2014-12-04 19:28:20.863,2014-12-03 00:00:00.000,Orange Harbor Mobile Home park 5749 Palm Beach Blv,FL,Lee,Fort Myers,Orange River,1,1,1,,,,,0,,,,rball,250,N,2014-12-02 00:00:00.000,226,N,2014-12-02 00:00:00.000,,LPZ,1,vedmonds,2014-12-04 19:28:20.863,vedmonds,2014-12-04 19:28:57.653
1606,2016-01-31 15:03:54.480,2016-01-28 00:00:00.000,Tampa Electric (TECO),FL,Hillsborough,Apollo Beach,Tampa Bay,1,1,1,,,,,0,,,,rball,277,N,2015-12-15 00:00:00.000,237,N,2015-12-15 00:00:00.000,,LPZ,1,vedmonds,2016-01-31 15:03:54.480,vedmonds,2016-01-31 15:04:51.390
1607,2015-02-01 12:24:47.710,2015-01-28 00:00:00.000,Port of the Island Marina,FL,Collier,Naples,Faka Union Canal,1,1,1,,,,,0,,,,rball,234,N,2015-01-28 00:00:00.000,223,N,2015-01-07 00:00:00.000,"525 Newport Dr, Naples, FL 34114

",LPZ,1,vedmonds,2015-02-01 12:24:47.710,vedmonds,2015-02-01 12:29:46.387
1608,2016-02-10 13:49:00.080,2016-02-11 00:00:00.000,"Near FPL Plant, Port St John",FL,Brevard,Port St John,Indian River,1,1,0,1,1,Saltwater and freshwater vegetation,"03",0,F,B,,lcroft,295,N,2016-01-09 00:00:00.000,222,N,2016-01-09 00:00:00.000,"Animal will be released by boat out near the FPL outflow, she will be tagged and tracked by S2S, they will also take measurements and photos at the release site. Animal has a K3 FB in 2 sites (between Rt. & Lt. shoulders and peduncle). ",SWF,1,bwagoner,2016-02-10 13:49:00.080,bwagoner,2016-02-18 11:52:05.107
1609,2015-03-09 11:40:54.193,2015-03-10 00:00:00.000,Port St. John Boat Ramp near FPL outflows,FL,Brevard,Merritt Island,Indian River,1,1,0,1,,,,0,,,,lcroft,273,N,2015-02-05 00:00:00.000,242,N,2014-12-05 00:00:00.000,"Originally rescued due to cold stress from JEA back on 12/5/2014, animal has been medical cleared for release. S2S will be on site to belt/tag animal. Animal will be loaded onto boat and released near the FPL outflows.",SWF,1,bwagoner,2015-03-09 11:40:54.193,bwagoner,2015-03-17 13:18:53.493
1609,2016-02-25 12:11:47.220,2016-02-26 00:00:00.000,Port St John power plant,FL,Brevard,Port St John,Bananna,1,1,1,,,,,0,,,,sgearhart,299,N,2016-01-30 00:00:00.000,248,N,2016-01-30 00:00:00.000,Will transport manatee from boat ramp to power plant outflow,SWF,1,rrunnells,2016-02-25 12:11:47.220,rrunnells,2016-02-27 09:40:00.623
1610,2016-01-10 06:49:43.550,2016-01-13 00:00:00.000,Port St John Power Plant,FL,Brevard,Port St John,Indian River Intercoastal,1,1,1,1,1,Salt water vegetation,"03",0,F,B,"00",lcroft,260,N,2016-01-09 00:00:00.000,232,N,2016-01-09 00:00:00.000,Manatee will not be belted or tracked,SWF,1,rrunnells,2016-01-10 06:49:43.550,rrunnells,2016-01-14 08:11:30.300
1611,2015-03-09 11:53:33.827,2015-03-10 00:00:00.000,Port St. John Boat Ramp near FPL outflows,FL,Brevard,Merritt Island,Indian River,1,1,0,1,,,,0,,,,sgearhart,366,N,2015-02-05 00:00:00.000,268,N,2014-12-15 00:00:00.000,"This animal was originally rescued due to cold stress near the Weyerhaeuser Paper Mill in the Savannah River, GA back on 12/15/2014, with the help of Georgia DNR and FWS. The animal has been medically cleared for release. S2S will be on site to belt/tag animal. Animal will be loaded onto boat and released near the FPL outflows",SWF,1,bwagoner,2015-03-09 11:53:33.827,bwagoner,2015-03-17 13:21:55.403
1612,2015-03-03 13:58:31.973,2015-03-04 00:00:00.000,Across from TECO Big Bend Station,FL,Hillsborough,Apollo Beach,Tampa Bay,1,1,0,1,,,,0,,,,sgearhart,516,N,2015-02-22 00:00:00.000,320,N,2015-01-30 00:00:00.000,"Animal originally rescue due to cold stress from Trinity Bay in Texas near the NRG Energy cooling reservoir. Rescue was made with the help of TMMSN, SWT, and FWC along with several other state and federal agencies in Texas. The animal was transported back to SWT for rehab and then was flown back to SWF with the help of the USCG for future release. This animal is a known animal (TB435) from the Tampa bay area. USGS will belt and tag the animal for monitoring.",SWF,1,bwagoner,2015-03-03 13:58:31.973,bwagoner,2015-03-05 10:42:52.160
1614,2016-02-10 13:55:55.543,2016-02-11 00:00:00.000,"Near FPL Plant, Port St John",FL,Brevard,Port St John,Indian River,1,1,0,1,1,Saltwater and freshwater vegetation,"03",0,F,B,,lcroft,266,N,2015-12-23 00:00:00.000,225,N,2015-12-23 00:00:00.000,"Animal will be released by boat out near the FPL outflow, he will be tagged and tracked by S2S, they will also take measurements and photos. Animal has no FB due missing portion of right side of paddle.",SWF,1,bwagoner,2016-02-10 13:55:55.543,bwagoner,2016-02-18 11:53:51.710
1615,2015-03-24 13:31:25.580,2015-03-25 00:00:00.000,Blue Springs State Park,FL,Volusia,Orange City,St. Johns River,1,1,0,1,,,,0,,,,sgearhart,323,N,2015-02-05 00:00:00.000,258,N,2015-02-05 00:00:00.000,Animal originally rescue on 12/28/14 from BSSP due to cold stress. Animal has been medically cleared for release. He will not be belted /tagged for this release.,SWF,1,bwagoner,2015-03-24 13:31:25.580,bwagoner,2015-03-30 10:34:48.503
1617,2015-03-16 10:27:54.023,2015-03-17 00:00:00.000,Three Sisters,FL,Hernando,Crystal River,Crystal River,1,1,0,1,,,,0,,,,sgearhart,427,N,2015-03-11 00:00:00.000,273,N,2015-03-11 00:00:00.000,"Animal was originally rescue by SWF, DISL, Alabama DNR and USFWS from Magnolia Springs in Alabama due to cold stress and watercraft. Animal was then transport back to SWF for rehab by SWF and DISL staff. She has medically cleared for release. The animal will be belted/tagged by DISL and S2S",SWF,1,bwagoner,2015-03-16 10:27:54.023,bwagoner,2015-03-17 13:29:39.757
1618,2015-05-01 09:23:37.540,2015-05-06 00:00:00.000,Kennedy Point Park ,FL,Brevard,Titusville,Indian River,0,0,0,,,,,0,,,,sgearhart,233,N,2015-04-06 00:00:00.000,215,N,2015-04-06 00:00:00.000,,SWF,1,rrunnells,2015-05-01 09:23:37.540,rrunnells,2015-05-08 08:14:51.440
1619,2018-03-09 04:31:17.057,2018-03-07 00:00:00.000,"389 Berkrley Street",FL,Brevard,palm bay,Berkrley canal,1,1,1,1,,,,1,F,B,"03",lcroft,331,N,2018-03-07 00:00:00.000,244,N,2017-03-07 00:00:00.000,Bam Bam was released in Berkley canal off of a boat ramp at a residents house.AT time of release new pit tags had to be placed due to no tags reading on scanner. Right tag # 00079A60A9 Left tag# 00079B1A10,SWF,1,jpeterson,2018-03-09 04:31:17.057,jpeterson,2018-03-09 04:32:21.770
1619,2019-03-07 14:32:05.680,2019-03-07 00:00:00.000,CCEC power plant,FL,Brevard,cocoa,indian river,1,1,1,,,,,0,,,,sdirocco,393,N,2019-03-07 00:00:00.000,245,N,2019-03-07 00:00:00.000,Bam Bam was released with 5 other animals,SWF,1,jpeterson,2019-03-07 14:32:05.680,jpeterson,2019-03-18 04:16:11.043
1619,2019-03-18 04:14:33.870,2019-03-07 00:00:00.000,FPL-CCEC-Power plant,FL,Brevard,Cocoa,Indian river,1,1,1,,,,,1,B,B,"11",sdirocco,393,N,2019-03-07 00:00:00.000,259,N,2019-03-07 00:00:00.000,,SWF,1,jpeterson,2019-03-18 04:14:33.870,jpeterson,2019-03-18 04:16:11.043
1621,2016-01-31 15:27:47.283,2016-01-28 00:00:00.000,Tampa Electric (TECO),FL,Hillsborough,Apollo Beach,Tampa Bay,1,0,1,,,,,0,,,,rball,279,N,2015-12-04 00:00:00.000,231,N,2015-12-04 00:00:00.000,,LPZ,1,vedmonds,2016-01-31 15:27:47.283,vedmonds,2016-01-31 15:28:35.587
1622,2017-03-06 06:52:55.513,2017-03-06 00:00:00.000,Manatee Viewing Center TECO,FL,Hillsborough,Apollo Beach,Tampa Bay,0,0,0,1,1,water hyacinth,"09",0,F,B,,dmurphy,342,N,2016-10-24 00:00:00.000,254,N,2016-10-24 00:00:00.000,,SFM,1,mmargold,2017-03-06 06:52:55.513,mmargold,2017-03-14 13:51:23.520
1623,2016-01-31 15:31:56.777,2016-01-28 00:00:00.000,Tampa Electric (TECO),FL,Hillsborough,Apollo Beach,Tampa Bay,1,0,1,1,1,hydrilla,>12,0,F,B,,rball,286,N,2015-12-15 00:00:00.000,221,N,2015-12-15 00:00:00.000,,LPZ,1,vedmonds,2016-01-31 15:31:56.777,vedmonds,2016-01-31 15:32:26.807
1624,2016-06-23 16:54:50.120,2016-06-21 00:00:00.000,Jonathan Dickinson State Park,FL,Martin,Jupiter,Loxahatchee River,0,0,0,,,,,0,,,,mrodriguez,347,N,2016-06-21 00:00:00.000,230,N,2016-06-21 00:00:00.000,,MSQ,1,jlinvill,2016-06-23 16:54:50.120,jlinvill,2016-06-23 16:55:28.680
1627,2015-03-23 16:03:09.443,2015-03-19 00:00:00.000,Blue Springs State Park,FL,Volusia,Orange City,St. John's River,1,1,1,,,,,0,,,,rball,90,N,2015-03-09 00:00:00.000,156,N,2015-03-09 00:00:00.000,"released with dam, LPZ103228",LPZ,1,vedmonds,2015-03-23 16:03:09.443,vedmonds,2015-03-23 16:28:31.943
1628,2015-03-23 16:18:31.990,2015-03-24 00:00:00.000,Desoto Canal,FL,Brevard,Satellite Beach,Desoto Canal,1,1,1,,,,,0,,,,rball,472,N,2015-03-13 00:00:00.000,283,N,2015-03-13 00:00:00.000,,LPZ,1,vedmonds,2015-03-23 16:18:31.990,vedmonds,2015-04-07 15:45:19.050
1629,2015-03-23 16:21:03.833,2015-03-24 00:00:00.000,Desoto Canal,FL,Brevard,Satellite Beach,Desoto Canal,1,1,1,,,,,0,,,,rball,116,N,2015-03-13 00:00:00.000,160,N,2015-03-13 00:00:00.000,,LPZ,1,vedmonds,2015-03-23 16:21:03.833,vedmonds,2015-04-07 15:45:44.040
1631,2016-01-17 14:23:48.700,2016-01-18 00:00:00.000,Florida Power and Light,FL,Lee,Fort Myers,Orange River,1,1,1,,,,,0,,,,rball,304,N,2015-12-17 00:00:00.000,235,N,2015-12-17 00:00:00.000,,LPZ,1,vedmonds,2016-01-17 14:23:48.700,vedmonds,2016-01-27 07:51:15.960
1632,2016-01-10 06:26:11.197,2016-01-13 00:00:00.000,Port St John's power plant,FL,Brevard,Port St John,Indian River Intercoastal,1,1,1,1,1,Salt water vegetation,"03",0,F,B,"00",lcroft,294,N,2016-01-09 00:00:00.000,225,N,2016-01-09 00:00:00.000,Manatee will not be tracked,SWF,1,rrunnells,2016-01-10 06:26:11.197,rrunnells,2016-01-14 08:13:51.167
1633,2016-01-31 15:35:05.927,2016-12-28 00:00:00.000,Tampa Electric (TECO),FL,Hillsborough,Apollo Beach,Tampa Bay,1,0,0,,,,,0,,,,rball,295,N,2015-11-30 00:00:00.000,238,N,2015-11-30 00:00:00.000,,LPZ,1,vedmonds,2016-01-31 15:35:05.927,vedmonds,2016-01-31 15:35:43.060
1636,2016-01-14 16:31:21.493,2016-01-13 00:00:00.000,Willoughby Creek Inlet,FL,Martin,Stuart,Willoughby Creek,0,0,0,,,,,0,,,,mrodriguez,388,N,2016-01-13 00:00:00.000,277,N,2015-12-07 00:00:00.000,,MSQ,1,jlinvill,2016-01-14 16:31:21.493,jlinvill,2016-01-14 16:38:44.883
1639,2017-01-27 10:59:27.997,2017-01-31 00:00:00.000,Manatee Viewing Center Big Bend,FL,Hillsborough,Apollo Beach,Tampa Bay,1,1,0,1,1,water hyacinth and grasses,"06",0,F,,>12,dmurphy,303,N,2016-10-24 00:00:00.000,238,N,2016-10-24 00:00:00.000,,SFM,1,mmargold,2017-01-27 10:59:27.997,mmargold,2017-02-10 09:30:35.023
1661,2015-06-04 15:25:37.480,2015-06-11 00:00:00.000,Ken Thompson Boat Ramp,FL,Sarasota,Sarasota,Sarasota Bay,1,1,1,,,,,0,,,,rball,42,N,2015-05-28 00:00:00.000,132,N,2015-05-28 00:00:00.000,,LPZ,1,vedmonds,2015-06-04 15:25:37.480,vedmonds,2015-06-11 22:38:06.043
1662,2015-06-04 15:20:44.847,2015-06-11 00:00:00.000,Ken Thompson Boat Ramp,FL,Sarasota,Sarasota,Sarasota Bay,1,1,1,,,,,0,,,,rball,458,N,2015-05-01 00:00:00.000,288,N,2015-05-01 00:00:00.000,,LPZ,1,vedmonds,2015-06-04 15:20:44.847,vedmonds,2015-06-11 22:37:30.347
1664,2015-10-28 04:50:31.510,2015-11-03 00:00:00.000,Kars park,FL,Brevard,Cocoa,Banana River,1,0,0,,,,,0,,,,sgearhart,494,N,2015-10-10 00:00:00.000,280,N,2015-10-10 00:00:00.000,Watercraft injured manatee that was rehabbed and will be released with it's dependent calf.,SWF,1,rrunnells,2015-10-28 04:50:31.510,rrunnells,2015-11-03 12:10:00.150
1665,2015-10-28 05:06:35.797,2015-11-03 00:00:00.000,Kars Park,FL,Brevard,Cocoa,Banana river,1,1,1,,,,,0,,,,sgearhart,161,N,2015-10-10 00:00:00.000,203,N,2015-10-10 00:00:00.000,Dependent calf of SWF Tm 1526B,SWF,1,rrunnells,2015-10-28 05:06:35.797,rrunnells,2015-11-03 12:12:29.737
1666,2015-10-14 15:58:14.630,2015-10-14 00:00:00.000,George English Park,FL,Broward,Fort Lauderdale,Middle river,0,0,0,,,,,0,,,,mrodriguez,231,N,2015-09-17 00:00:00.000,224,N,2015-09-17 00:00:00.000,,MSQ,1,jlinvill,2015-10-14 15:58:14.630,jlinvill,2015-10-14 15:59:38.080
1667,2016-10-20 15:11:29.123,2016-10-19 00:00:00.000,Owen Murphy Boat Ramp,FL,Martin,Stuart,Manatee Pocket,0,0,0,,,,,0,,,,mrodriguez,302,N,2016-10-19 00:00:00.000,240,N,2016-10-14 00:00:00.000,,MSQ,1,jlinvill,2016-10-20 15:11:29.123,jlinvill,2016-10-20 15:15:12.527
1669,2018-05-05 08:02:47.717,2018-01-18 00:00:00.000,TECO,FL,Hillsborough,Tampa,Tampa Bay,1,1,1,1,1,hydrilla,"01",0,F,B,,rball,281,N,2017-12-27 00:00:00.000,242,N,2017-12-27 00:00:00.000,,HSSWP,1,tfowler,2018-05-05 08:02:47.717,tfowler,2018-05-05 08:05:48.713
1669,2019-03-18 04:50:34.823,2019-03-06 00:00:00.000,Teco,FL,Hillsborough,Apollo Beach,Tampa Bay,1,1,1,,,,,0,,,,sdirocco,411,N,2019-03-06 00:00:00.000,273,N,2019-03-06 00:00:00.000,,SWF,1,jpeterson,2019-03-18 04:50:34.823,jpeterson,2019-03-18 04:51:01.310
1669,2021-09-16 13:10:43.000,2021-09-08 00:00:00.000,EG simmons Park- Kayak Launch,FL,Hillsborough,Ruskin,Tampa Bay,0,0,1,1,1,Variety of turtle grass and shoal grass,"06",1,B,B,>12,mrodriguez,572,N,2021-09-08 00:00:00.000,293,N,2021-09-08 00:00:00.000,,MSQ,1,jheyde,2021-09-16 13:10:43.000,jheyde,2021-09-16 13:12:29.780
