"MLog","RescueDate","RescuePerDay","State","County","City","Waterway","Latitude","Longitude","Pregnant","Health","RescueType","PrimCauseID","PrimText","SecCauseID","SecText","WhereRel","Dead","Tracker","Transporter","FacTransTo","VetID","PartOrg","FloodGate","Pot","Weight","EstW","WDate","Length","EstL","LDate","Comments","Org","CreateBy","CreateDate","UpdateBy","UpdateDate"
571,2005-11-05 00:00:00.000,1,FL,Collier,Marco Island,Gulf of Mexico,89.999900,-179.999900,U,U,A,NaTi,,,,,0,,,Unk,unk,"FWC MEG, Sea World's Damon Patai, Flow Patai, City of Marco Conservation Society's Nancy Ritchie, Tigertail Beach Ranger Carol ",,U,0,U,2005-11-05 00:00:00.000,244,Y,2005-11-05 00:00:00.000,"05November2005 citizen Linda Gosley reported a tidally stranded manatee to FWC SW Dispatch Lakeland.  Lakeland relayed the information to FWC MEG via day pager.  MEG called the citizen back for more information.  Gosley stated that Tigertail Park Ran Marc",FWCSW,mgood,2005-11-05 00:00:00.000,D,2009-07-09 13:59:06.753
572,2005-06-03 00:00:00.000,1,FL,Charlotte,Punta Gorda Isles,Peace River,89.999900,-179.999900,U,U,U,Enta,,,,,0,,,Unk,unk,"SWFL: D.Boyd, M.Good",,U,0,U,2005-06-03 00:00:00.000,0,U,2005-06-03 00:00:00.000,"FWC MEG and FWC DMB responded to the scene.  Digital Pictures were taken from afar.  DMB attempted twice, to clip on a safety tag.  The animal moved out into the middle of the river, and was lost from sight.  The rescue was unsuccessful. Punta Gorda Isles",FWCSW,mgood,2005-06-03 00:00:00.000,D,2009-07-09 13:59:06.753
573,2005-10-07 00:00:00.000,1,FL,Collier,Marco Island,Gulf of Mexico,89.999900,-179.999900,U,U,A,NaTi,,,,,0,,,Unk,unk,"Tigertail Beach Rangers
FWCLE 
CCES",,U,0,U,2005-10-07 00:00:00.000,300,Y,2005-10-07 00:00:00.000,"07 October 2005 citizen Anthony Brach (239/642-6822H)(360/391-4729C) noticed two manatees tidally stranded on Tigertail Beach.  Anthony contacted FWC SO Dispatch Marathon, and Tigertail Beach Ranger Carol Buckler to report the incident.
FWC CAH took Tige",FWCSW,mgood,2005-10-07 00:00:00.000,D,2009-07-09 13:59:06.753
574,2005-10-07 00:00:00.000,1,FL,Collier,Marco Island,Gulf of Mexico,89.999900,-179.999900,U,U,A,NaTi,,,,,0,,,Unk,unk,"Tigertail Beach Rangers
CCES
FWCLE",,U,0,U,2005-10-07 00:00:00.000,215,Y,2005-10-07 00:00:00.000,"07 October 2005 citizen Anthony Brach (239/642-6822H)(360/391-4729C) noticed two manatees tidally stranded on Tigertail Beach.  Anthony contacted FWC SO Dispatch Marathon, and Tigertail Beach Ranger Carol Buckler to report the incident.
FWC CAH took Tige",FWCSW,mgood,2005-10-07 00:00:00.000,D,2009-07-09 13:59:06.753
575,2001-01-17 00:00:00.000,1,FL,Volusia,Unknown,St. John's River,28.989720,-81.360830,U,G,B,NaEm,,,,,0,,,SWF,mwalsh,"SWF, FWC, Sirenia, Blue Springs",,U,575,N,2001-01-17 00:00:00.000,335,N,2001-01-17 00:00:00.000,"Excessive weight loss of this mother with a dependent calf, Etiology unknown. North of Hontoon State Park",SWF,rrunnells,2001-01-20 00:00:00.000,D,2009-07-09 13:59:06.753
575,2002-02-26 00:00:00.000,1,FL,Volusia,Orange City,St Johns River,28.951320,-81.348040,U,G,B,NaEm,,,,,0,,,SWF,mwalsh,SWF,,U,545,N,2002-07-29 00:00:00.000,332,N,2002-02-26 00:00:00.000,"Observed in BS as a very thin adult Blue Springs State Park , Orange City",SWF,vmarsich,2002-08-28 00:00:00.000,D,2009-07-09 13:59:06.753
576,2001-01-17 00:00:00.000,1,FL,Volusia,Hontoon State Park,St. John's River,28.989720,-81.360830,U,S,B,Calf,,,,,0,,,SWF,mwalsh,"SWF,FWC, Sirenia, Blue Springs",,U,140,N,2001-01-17 00:00:00.000,186,N,2001-01-17 00:00:00.000,"Dependent calf, with very thin mother, Destiny SWF-Tm-0105. Hontoon State Park",SWF,rrunnells,2001-01-20 00:00:00.000,D,2009-07-09 13:59:06.753
577,2001-01-31 00:00:00.000,1,FL,Brevard,Cocoa Beach,Indian River,28.470380,-80.763240,U,C,B,BoPr,,,,,0,,,SWF,sgearhart,"FWC, SWF",,U,331,N,2001-01-31 00:00:00.000,255,N,2001-01-31 00:00:00.000,"Animal suffered traumatic watercraft injury to dorsocaudal abdomen & peduncle with fractures of caudal vertebrate & loss of function to paddle. FPL Power Plant Cocoa Beach, South of discharge",SWF,rrunnells,2001-02-01 00:00:00.000,D,2009-07-09 13:59:06.753
578,2001-02-01 00:00:00.000,1,FL,Brevard,Unknown,East Bank of Indian River,28.343060,-80.704170,U,G,B,BoIm,,,,,0,,,SWF,dbuesse,"FWC, SWF",,U,297,N,2001-02-01 00:00:00.000,260,N,2001-02-01 00:00:00.000,"cold stress also, Animal sitting in 1 ft of water all day, cold stress,possible boat hit as well. 1 mile south of St. Rd. 520, Merritt Island",SWF,bwagoner,2001-02-06 00:00:00.000,D,2009-07-09 13:59:06.753
579,2001-05-13 00:00:00.000,1,FL,Brevard,Meritt Island,"Barge Canal, Harbor Town marina",28.410550,-79.311670,U,C,B,BoIm,,,,,0,,,SWF,mwalsh,"FWS, SWF",,U,165,N,2001-05-12 00:00:00.000,196,N,2001-05-12 00:00:00.000,"Animal was sitting at sea wall, listing to the right, did not seem to be able to use paddle, possible, died shoretly after getting to SWF Meritt Island",SWF,bwagoner,2001-05-17 00:00:00.000,dszemer,2011-06-03 13:29:08.840
580,2001-08-09 00:00:00.000,1,FL,Brevard,Melbourne Beach,Melbourne Beach,28.058890,-80.563060,U,S,A,Enta,,,,,0,,,Unk,unk,"FWC, SWF",,U,0,U,2001-08-09 00:00:00.000,224,N,2001-08-09 00:00:00.000,Animal released on sight Melbourne Beach,SWF,bwagoner,2001-08-23 00:00:00.000,D,2009-07-09 13:59:06.753
581,2001-09-20 00:00:00.000,1,FL,Brevard,Satellite Beach,Canal off Bananna River,28.200810,-80.606890,U,G,B,BoIm,,,,,0,,,SWF,mwalsh,"SWF, FWC",,U,425,N,2001-09-20 00:00:00.000,295,N,2001-09-20 00:00:00.000,"Animal was rescued with calf SWFTm0122B, she was seen in the same position for two days, her respirations were 2/minute. Pneumothorax to right chest Satellite Beach",SWF,bwagoner,2001-09-21 00:00:00.000,D,2009-07-09 13:59:06.753
582,2001-09-20 00:00:00.000,1,FL,Brevard,Satellite Beach,Canal off Bananna River,28.200830,-80.607220,U,S,B,Mom ,,,,,0,,,SWF,mwalsh,"FWS, SWF",,U,215,N,2001-09-20 00:00:00.000,210,N,2001-09-20 00:00:00.000,"Animal rescued with mother who had a boat trauma (SWFTm0121), calf is healthy Satellite Beach",SWF,slehr,2001-09-21 00:00:00.000,D,2009-07-09 13:59:06.753
583,2001-12-15 00:00:00.000,1,FL,Brevard,Satellite Beach,Banana River,28.211670,-80.613330,U,S,A,Enta,,,,,0,,,Unk,sgearhart,"FWC-IRFL
SWFL",,D,454,Y,2001-12-15 00:00:00.000,259,N,2001-12-15 00:00:00.000,"15 Dec 01	0845hr.: I received a call from FWC Dispatch - Titusville regarding a possible crab trap entangled manatee in the  residential canal joining the Grand Canal behind 476 Bridgetown Ct., Satellite Beach, in Brevard County.  The complainant was Sate",FWCIR,bsharp,2001-12-15 00:00:00.000,D,2009-07-09 13:59:06.753
584,2002-03-29 00:00:00.000,1,FL,Brevard,Fellsmere,Man-made canal (C-54) near Sebastian Inlet,27.834170,-80.524440,U,G,B,Enta,,,,,0,,,SWF,mwalsh,DEP,,A,575,N,2002-03-29 00:00:00.000,291,N,2002-03-29 00:00:00.000,Animal has been determined to be pregnant Fellsmere,SWF,vmarsich,2002-04-05 00:00:00.000,D,2009-07-09 13:59:06.753
585,2002-04-25 00:00:00.000,1,FL,Brevard,Titusville,Indian River,28.621660,-80.809880,U,G,B,BoBo,,,,,0,,,SWF,bnolan,"FWC, Seaworld",,U,243,N,2002-04-25 00:00:00.000,244,N,2002-04-25 00:00:00.000,"Pneumothorax, Floating high and listing to the left. Titusville,Fl",SWF,rrunnells,2002-04-27 00:00:00.000,D,2009-07-09 13:59:06.753
586,2002-06-23 00:00:00.000,1,FL,Volusia,Edgewater,Indian River,28.992730,-80.903890,U,S,B,NaDp,,,,,0,,,SWF,sgearhart,"FWC, SWF",,U,30,N,2002-06-23 00:00:00.000,119,N,2002-06-23 00:00:00.000, Edgewater,FWCIR,sphenix,2002-06-23 00:00:00.000,D,2009-07-09 13:59:06.753
587,2002-07-01 00:00:00.000,1,FL,Volusia,"Ponce Inlet, near Disappearing Island across from ",Indian River,29.062500,-80.919440,U,S,A,NaTi,,,,,0,,,Unk,unk,"FWC, LE",,U,0,U,2002-07-01 00:00:00.000,281,N,2002-07-01 00:00:00.000,"Animal did not require rescue but was freed by incoming tide Ponce Inlet, near Disappearing Island across from Coast Guard Station",FWCIR,sphenix,2002-07-01 00:00:00.000,D,2009-07-09 13:59:06.753
588,2002-07-01 00:00:00.000,1,FL,Volusia,"Ponce Inlet, near Disappearing Island, across from",Indian River,29.062500,-80.919440,U,S,A,NaTi,,,,,0,,,Unk,unk,"FWC, LE",,U,0,U,2002-07-01 00:00:00.000,309,N,2002-07-01 00:00:00.000,"Animal was not in need of rescue but was freed by incoming tide Ponce Inlet, near Disappearing Island, across from Coast Guard Field Station",FWCIR,sphenix,2002-07-01 00:00:00.000,D,2009-07-09 13:59:06.753
589,2002-07-03 00:00:00.000,1,FL,Brevard,Cocoa Beach,"Banana River, Cocoa Beach canal system",28.322230,-80.617550,U,C,B,NaBu,,,,,0,,,SWF,mwalsh,"FWC/Indian River Field Lab
Sea World Orlando",,U,270,N,2002-07-03 00:00:00.000,239,N,2002-07-03 00:00:00.000,Animal bloated Cocoa Beach,SWF,bwagoner,2002-07-31 00:00:00.000,D,2009-07-09 13:59:06.753
590,2002-07-23 00:00:00.000,1,FL,Brevard,Port St. John,Indian River,28.480460,-80.768520,U,C,B,BoPr,,,,,0,,,SWF,sgearhart,"FWC/Indian River Field Lab
Sea World Orlando",,U,365,N,2002-07-23 00:00:00.000,273,N,2002-07-23 00:00:00.000,X-rays taken the following day indicated deep propeller gashes to the back and broken ribs. Port St. John,SWF,bwagoner,2002-08-01 00:00:00.000,D,2009-07-09 13:59:06.753
591,2003-02-19 00:00:00.000,1,FL,Brevard,Merritt Island,Banana River,28.403750,-80.661360,U,C,B,NaDp,,NaCs,,,0,,,SWF,bnolan,"FWC-Ann Spellman
SWF Rescue Team",,U,104,N,2003-02-19 00:00:00.000,174,N,2003-02-19 00:00:00.000,"Captured at SE corner of 528 causeway, Banana River, Merritt Island. KellyPark/Merritt Island",SWF,bwagoner,2003-02-24 00:00:00.000,nadimey,2009-08-19 11:49:15.243
592,2003-02-19 00:00:00.000,1,FL,Brevard,Merritt Island,Banana River,28.403750,-80.661360,U,C,B,NaDp,,NaCs,,,0,,,SWF,bnolan,"FWC-Ann Spellman
SWF Rescue Team",,U,93,N,2003-02-19 00:00:00.000,165,N,2003-02-19 00:00:00.000,"Captured at SE corner of 528 causeway, Banana River, Merritt Island. KellyPark/Merritt Island",SWF,bwagoner,2003-02-24 00:00:00.000,nadimey,2009-08-19 11:40:13.063
593,2003-04-04 00:00:00.000,1,FL,Brevard,Titusville,Indian River intercoastal,28.554990,-80.795740,U,S,B,Enta,,,,,0,,,SWF,bnolan,"FFWS/ECFS
SEA World",,A,770,N,2003-04-04 00:00:00.000,336,N,2003-04-04 00:00:00.000, Titusville,SWF,rrunnells,2003-04-08 00:00:00.000,D,2009-07-09 13:59:06.753
594,2003-04-14 00:00:00.000,1,FL,Brevard,Merritt Island,Sykes Creek,28.372340,-80.693230,U,C,B,BoPr,,,,,0,,,SWF,mwalsh,"SeaWorld, FWC",,U,513,N,2003-04-14 00:00:00.000,280,N,2003-04-14 00:00:00.000, Merritt Island,SWF,slehr,2003-04-16 00:00:00.000,D,2009-07-09 13:59:06.753
595,2003-05-21 00:00:00.000,1,FL,Brevard,Unknown,Banana River,28.394520,-80.674240,U,S,A,Enta,,,,,0,,,,sgearhart,"FWC, SWF",,U,0,U,2003-05-21 00:00:00.000,275,Y,2003-05-21 00:00:00.000,animal examined and returned to water cnala behind 1275 W. Scots Ave.,FWCIR,unk,2003-06-01 00:00:00.000,dszemer,2014-04-29 09:24:32.120
596,2003-07-13 00:00:00.000,1,FL,Brevard,Merritt Island,Banana River,28.407800,-80.679810,U,C,B,BoIm,,,,,0,,,SWF,sgearhart,"SeaWorld Orlando, FWC.",,U,272,N,2004-01-13 00:00:00.000,255,N,2004-01-13 00:00:00.000,"Skeg mark along with two superficial propeller cuts on back. Listing to the left, apparent pneumothorax; possible fractured rib(s). Harbortown Marina, Merritt Island",SWF,pramos,2003-07-16 00:00:00.000,D,2009-07-09 13:59:06.753
597,2003-07-28 00:00:00.000,1,FL,Brevard,Merritt Island,Haulover Canal,28.734900,-80.755600,U,C,B,BoIm,,,,,1,,,SWF,mwalsh,"Sea World Orlando
FWC Indian River Field Station",,U,370,N,2003-07-28 00:00:00.000,282,N,2003-07-28 00:00:00.000,"Animal died while being transported back to park.
Carcass pick up by FWC that day, transported to state lab for necropsy. Merritt Island",SWF,bwagoner,2003-08-03 00:00:00.000,D,2009-07-09 13:59:06.753
598,2003-08-12 00:00:00.000,1,FL,Brevard,Port Canaveral,Canaveral Barge Canal,28.409420,-80.639260,U,G,B,BoIm,,,,,0,,,SWF,mwalsh,FWC,,U,304,N,2003-08-12 00:00:00.000,246,N,2003-08-12 00:00:00.000," Port Canaveral Chamber, west bank, midway between east & west gates",FWCIR,unk,2003-08-12 00:00:00.000,D,2009-07-09 13:59:06.753
599,2003-09-11 00:00:00.000,1,FL,Brevard,Palm Bay,Melbourne-Tillman Canal,28.012840,-80.605000,U,S,A,TrWC,,,,Palm Bay,0,,,Unk,mwalsh,"FWC, SWF rescue crew.",,U,0,U,2003-09-11 00:00:00.000,262,N,2003-09-11 00:00:00.000,animals relocated Palm Bay,SWF,slehr,2003-09-26 00:00:00.000,D,2009-07-09 13:59:06.753
600,2003-09-11 00:00:00.000,1,FL,Brevard,Palm Bay,Melbourne-Tillman Canal,28.012840,-80.605000,U,S,A,TrWC,,,,Palm Bay,0,,,Unk,mwalsh,"FWC, SWF Rescu crew",,U,0,U,2003-09-11 00:00:00.000,260,N,2003-09-11 00:00:00.000,animals relocated Palm Bay,SWF,slehr,2003-09-26 00:00:00.000,D,2009-07-09 13:59:06.753
601,2003-10-09 00:00:00.000,1,FL,Brevard,Merritt Island,Port Canaveral,28.409440,-80.632500,U,S,A,NaTi,,,,,0,,,Unk,mwalsh,"FWC Indian River Field Station, Ann Spellman and Cristy. Sea World Orlando rescue crew",,U,454,Y,2003-10-09 00:00:00.000,308,N,2003-10-09 00:00:00.000,"Due to possible breeding group, large female beached high and dry. Took blood, measurement and applied two pit tags, then moved animal out to deeper water. Merritt Island",SWF,bwagoner,2003-10-09 00:00:00.000,D,2009-07-09 13:59:06.753
602,2003-11-01 00:00:00.000,1,FL,Brevard,Titusville,"Indian river Intercoastal, Titusville marina",28.625000,-80.808330,U,S,A,Enta,,,,,0,,,Unk,bnolan,FFWC east coast field station and Sea World,,A,363,Y,2003-11-01 00:00:00.000,272,N,2003-11-01 00:00:00.000," Titusville,Fl",SWF,rrunnells,2003-11-08 00:00:00.000,D,2009-07-09 13:59:06.753
603,2004-02-14 00:00:00.000,1,FL,Brevard,Satelitte Beach,Berkerly Canal,28.200630,-80.606240,U,C,B,BoPr,,,,,0,,,SWF,sgearhart,"FWC Indian River Field Lab, Kristy Beard
Sea World Rescue Crew",,U,336,N,2004-02-14 00:00:00.000,272,N,2004-02-14 00:00:00.000,"Animal had been seen resting in shallow water, same area for two day. Animal looked like it was unable to swim or even  float. Satelitte Beach, FL",SWF,bwagoner,2004-02-22 00:00:00.000,D,2009-07-09 13:59:06.753
604,2004-04-28 00:00:00.000,1,FL,Brevard,Titusville,Indian River,28.621190,-80.809610,U,C,B,Enta,,,,,0,,,SWF,bnolan,"FWC, Indian River Field Station, Ann Spellman
Sea World Orlando",,U,325,N,2004-04-28 00:00:00.000,253,N,2004-04-28 00:00:00.000,"Animal had monofilament line on both pects for several months, the pect were tied together. The left pect was necrotic and fell of in the net during the capture, there was still line enbedded in the stump of the left pect. Titusville, FL",SWF,bwagoner,2004-04-29 00:00:00.000,D,2009-07-09 13:59:06.753
604,2007-08-10 00:00:00.000,1,FL,Brevard,Titusville,Indian River,28.593540,-80.795160,U,S,A,Enta,,,,,0,,,Unk,unk,"FWC, SWF",,A,0,U,2007-08-10 00:00:00.000,270,N,2007-08-10 00:00:00.000,See FWC rescue report REC0708&09- Bobber was with a second year calf (REC0709). Also refer to report REC0404 for first rescue incident and further history. Titusville,FWCIR,aspellman,2007-08-09 00:00:00.000,D,2009-07-09 13:59:06.753
605,2004-04-30 00:00:00.000,1,FL,Brevard,Merritt Island,Canaveral Barge Canal,28.409040,-80.684940,U,S,A,Enta,,,,,0,,,,,"FWC EC, SWF",,U,365,Y,2004-04-30 00:00:00.000,230,Y,2004-04-30 00:00:00.000, Merritt Island,SWF,nadimey,2004-12-31 00:00:00.000,dszemer,2014-04-29 09:32:54.000
606,2004-05-06 00:00:00.000,1,FL,Brevard,Cocoa Beach,Banana River,28.359270,-80.611430,U,S,B,NaDp,,,,,0,,,SWF,bnolan,"FWC,SeaWorld",,U,14,N,2004-05-06 00:00:00.000,94,N,2004-05-06 00:00:00.000,FWC will have longitude and latitude. Cocoa Beach,SWF,rrunnells,2004-05-12 00:00:00.000,D,2009-07-09 13:59:06.753
607,2004-05-10 00:00:00.000,1,FL,Brevard,Titusville,Indian River,28.623830,-80.814080,U,C,B,BoPr,,,,,0,,,SWF,sgearhart,"FWC, SeaWorld",,U,345,N,2004-05-10 00:00:00.000,257,Y,2004-05-10 00:00:00.000,Majority of paddle severed. Removed at SeaWorld Titusville,SWF,slehr,2004-05-13 00:00:00.000,D,2009-07-09 13:59:06.753
608,2004-06-03 00:00:00.000,1,FL,Brevard,Cape Canaveral,Banana River,28.391440,-80.612960,U,S,A,Enta,,,,,0,,,Unk,unk,FWC-EC,,U,0,U,2004-06-03 00:00:00.000,213,Y,2004-06-03 00:00:00.000, Cape Canaveral,FWCIR,nadimey,2004-12-31 00:00:00.000,D,2009-07-09 13:59:06.753
609,2004-10-30 00:00:00.000,1,FL,Brevard,Cape Canaveral,Canaveral Barge Canal,28.409020,-80.637440,U,S,A,Huma,locks under repair; animal could not migrate to Banana River for food and warmer water,,,"Kars Park, Merritt Island Refuge. Cape Canaveral",0,,,,mwalsh,"FWC, Indian River Field Station
Sea World Florida Rescue Crew",,U,0,U,2004-10-30 00:00:00.000,278,N,2004-10-30 00:00:00.000,"Animal was relocated to Kars Park, Merritt Island Refuge. Cape Canaveral",SWF,bwagoner,2004-11-03 00:00:00.000,dszemer,2011-03-17 10:23:29.397
610,2004-11-28 00:00:00.000,1,FL,Brevard,Port Canaveral,Banana  River,28.405780,-80.644200,U,C,B,NaDp,,,,,1,,,MMPL,unk,FWC-EC,,U,36,N,2004-11-28 00:00:00.000,124,N,2004-11-28 00:00:00.000, Port Canaveral,FWCIR,nadimey,2004-12-31 00:00:00.000,D,2009-07-09 13:59:06.753
611,2004-12-03 00:00:00.000,1,FL,Brevard,Port St. John,"Indian River, ICW",28.467760,-80.755620,U,C,B,NaOt,Septicemia,,,,0,,,SWF,mwalsh,"FWC Indian River Field Lab
SWF Rescue Crew",,U,84,N,2004-12-03 00:00:00.000,157,N,2004-12-03 00:00:00.000,"Animal observed at FPL power plant in Port St. John, paddle looked to be completely necrotic, animal was not moving. Port St. John, FL",SWF,bwagoner,2004-12-08 00:00:00.000,D,2009-07-09 13:59:06.753
612,2005-01-21 00:00:00.000,1,FL,Brevard,Cape Canaveral,Port Canaveral Locks,28.409010,-80.638760,U,S,A,Huma,locks under repair; prevention of cold stress and/or starvation,,,"KARS Park, Merritt Island",0,,,,mwalsh,"FWC-Indian River Field Station
SWF Rescue Crew",,U,636,Y,2005-01-21 00:00:00.000,322,N,2005-01-21 00:00:00.000, Cape Canaveral,SWF,bwagoner,2005-01-27 00:00:00.000,dszemer,2011-03-17 10:22:05.090
613,2005-04-18 00:00:00.000,1,FL,Brevard,Indian River,"Peacock Cove, Merrit Island",28.630520,-80.767460,U,G,B,TrOt,Impoundment in high water,NaCs, ,,0,,,SWF,unk,,,U,135,N,2005-04-18 00:00:00.000,180,N,2005-04-18 00:00:00.000,,SWF,unk,2005-04-18 00:00:00.000,D,2009-07-09 13:59:06.753
614,2005-07-02 00:00:00.000,1,FL,Brevard,Titusville,Indian River,28.625150,-80.813830,U,G,B,Enta,,,,,0,,,SWF,bnolan,"FWC-Indian River Field Station
SWF Rescue Crew",,U,461,N,2005-07-02 00:00:00.000,290,N,2005-07-02 00:00:00.000,"Right pectortal was surgically removed by
SWF Veterinary staff and the monofilment line was removed from around the left pectoral
on 7/11/2005. Titusville, FL",SWF,bwagoner,2005-07-11 00:00:00.000,D,2009-07-09 13:59:06.753
614,2016-12-29 00:00:00.000,1,FL,Brevard,Melbourne,Crane Creek,28.073070,-80.618130,U,G,B,NaOt,severe skin lesion of unknown origin,,,,0,,FWCIR,SWF,,"FWC, FWC LE, USFWS LE, Brevard Zoo",,,601,N,2016-12-29 00:00:00.000,305,N,2016-12-29 00:00:00.000,,FWCIR,bgreer,2017-01-04 13:14:11.197,dszemer,2017-07-06 14:09:45.417
615,2005-07-26 00:00:00.000,1,FL,Brevard,Merritt Island,Banana River,28.402420,-80.662500,U,S,A,Enta,,,,,0,,,Unk,sgearhart,"FWC Indian River Field Lab
SWF Rescue crew
",,U,0,U,2005-07-26 00:00:00.000,248,N,2005-07-26 00:00:00.000,"Rope and crap pot fell off animal while she was in the net. Kelly Park Boat Basin, Merritt Island, FL",SWF,bwagoner,2005-08-03 00:00:00.000,D,2009-07-09 13:59:06.753
615,2010-01-22 00:00:00.000,1,FL,Indian River,Vero Beach,Indian River,27.652223,-80.387277,U,S,B,NaCs,,,,,0,,SWF,SWF,sgearhart,"FWC-Indian River Field Lab
SWF",,,407,N,2010-01-22 00:00:00.000,265,N,2010-01-22 00:00:00.000,Animal was bought in with her calf (SWFTm1005B),SWF,bwagoner,2010-02-11 16:45:41.707,nadimey,2011-01-28 13:10:54.090
616,2005-07-28 00:00:00.000,1,FL,Volusia,Oakhill,Indian River Lagoon,28.877430,-80.804420,U,U,B,BoIm,,,,,0,,,HSSWP,bnolan,"FWC Indian River Field Lab
SWF Rescue Crew, Monica Ross/Wildlife Trust",,U,0,U,2005-07-28 00:00:00.000,250,N,2005-07-28 00:00:00.000,"Animal died just after rescue,while still on boat
FWC transported animal to state pathobiology lab
for necropsy. Oakhill, FL",SWF,bwagoner,2005-08-04 00:00:00.000,D,2009-07-09 13:59:06.753
617,2005-08-12 00:00:00.000,1,FL,Volusia,Port Orange,Halifax River,29.144700,-80.981600,U,G,B,NaDp,,,,,0,,,SWF,mwalsh,"FWC Indian River Field Station
SWF",,U,31,U,2005-08-12 00:00:00.000,129,N,2005-08-12 00:00:00.000,"Calf observed alone for several hours,
caught by FWC and transported to SWF Port Orange, FL",SWF,bwagoner,2005-08-22 00:00:00.000,D,2009-07-09 13:59:06.753
617,2015-02-04 00:00:00.000,1,FL,Volusia,Orange City,St. Johns River (Blue Spring),28.944690,-81.339370,N,S,B,NaOt,Dam has been observed with at least three juvenile manatees nursing from her for the past month.  They have been preventing her calf from nursing resulting in deteriorating body condition.  Rescued to reduce competition for nursing.,,,,0,,MMPL,LPZ,rball,"FWC, Sea World Florida, Save the Manatee Club, Sea to Shore Alliance",,,587,N,2015-02-04 00:00:00.000,315,N,2015-02-04 00:00:00.000,,LPZ,vedmonds,2015-02-15 13:41:22.203,dszemer,2016-05-05 12:56:35.073
618,2005-08-15 00:00:00.000,1,FL,Volusia,Oakhill,"ICW, Mosquito Lagoon",28.893200,-80.815260,U,S,A,TrOt,,,,,0,,,Unk,sgearhart,"FWC Indian River Field Station, SWF Rescue Crew
Canaveral National Seashore Park Rangers",,U,454,Y,2005-08-15 00:00:00.000,280,N,2005-08-15 00:00:00.000,"Animal was entrapped in a small pond on one 
of the marsh islands probably during excessive 
high tide but could not get back out. Oakhill, FL. northern end of Canaveral National Seashore.",SWF,bwagoner,2005-08-22 00:00:00.000,D,2009-07-09 13:59:06.753
619,2005-12-07 00:00:00.000,1,FL,Brevard,Titusville,Indian River,28.554880,-80.796280,U,U,B,NaDp,,NaCs,,,0,,,SWF,sgearhart,"FWC, Indian River Field Lab
Sea World Florida",,U,45,N,2005-12-07 00:00:00.000,139,N,2005-12-07 00:00:00.000,"Animal rescued and transported by FWC, Indian River Field Lab, to Sea World Florida. Animal
died 12/8/05, transported to MMPL. Titusville, FL",SWF,bwagoner,2005-12-18 00:00:00.000,nadimey,2009-08-19 11:51:57.463
620,2005-12-29 00:00:00.000,1,FL,Brevard,Port St. John,Indian River,28.474930,-80.766590,U,C,B,NaDp,,,,,1,,,MMPL,unk,FWC EC,,U,63,N,2005-12-29 00:00:00.000,139,N,2005-12-29 00:00:00.000,Died during transport Port St. John,Unk,dszemer,2005-12-29 00:00:00.000,D,2009-07-09 13:59:06.753
621,2006-02-13 00:00:00.000,1,FL,Brevard,Melbourne,Indian River,28.142700,-80.630690,U,U,B,BoPr,,,,,1,,,MMPL,unk,,,U,229,N,2006-02-13 00:00:00.000,249,N,2006-02-13 00:00:00.000,died at rescue Melbourne,FWCIR,nadimey,2006-02-13 00:00:00.000,D,2009-07-09 13:59:06.753
622,2006-02-20 00:00:00.000,1,FL,Brevard,Satellite Beach,Grand Canal,28.200730,-80.605730,U,C,B,NaCs,,NaDp,,,1,,,MMPL,unk,,,U,73,N,2006-02-20 00:00:00.000,165,N,2006-02-20 00:00:00.000,died at rescue Satellite Beach,FWCIR,nadimey,2006-02-20 00:00:00.000,D,2009-07-09 13:59:06.753
623,2006-03-12 00:00:00.000,1,FL,Brevard,Cocoa,Indian River,28.420080,-80.751930,U,U,B,BoPr,,,,,1,,,SWF,sgearhart,,,U,384,N,2006-03-12 00:00:00.000,238,N,2006-03-12 00:00:00.000,animal was taken to SWF and euthanized immedialtey Cocoa,FWCIR,bwagoner,2006-03-12 00:00:00.000,D,2009-07-09 13:59:06.753
624,2006-07-06 00:00:00.000,1,FL,Brevard,Merritt Island,Sykes Creek,28.407880,-80.674210,U,S,A,Enta,,,,,0,,,Unk,unk,,,U,0,U,2006-07-06 00:00:00.000,213,N,2006-07-06 00:00:00.000,assist & release on sight Merritt Island,SWF,bwagoner,2006-07-06 00:00:00.000,D,2009-07-09 13:59:06.753
625,2006-09-14 00:00:00.000,1,FL,Volusia,New Symrna Beach,Indian River Lagoon,29.003300,-80.887250,U,U,A,Enta,,,,,0,,,Unk,unk,,,U,0,U,2006-09-14 00:00:00.000,275,Y,2006-09-14 00:00:00.000, New Symrna Bearch,FWCT,chudak,2006-09-14 00:00:00.000,D,2009-07-09 13:59:06.753
