"MLog","RelDate","RelSite","State","County","City","Waterway","BottomFeed","NatVeg","VegType","MonthsVeg","DisplayType","RelType","MonthsExpWater","Tracker","PartOrg","VetID","Weight","EstW","WDate","Length","EstL","LDate","Comments","Org","CreateBy","CreateDate","UpdateBy","UpdateDate"
943,2011-02-15 00:00:00.000,Blue Springs State Park,FL,Volusia,Orange City,St. Johns River,1,,,,F,F,>12,Sea 2 Shore,"Sea 2 Shore, Blue Springs State Park
SWF",sgearhart,350,N,2011-01-18 00:00:00.000,244,N,2011-01-18 00:00:00.000,Jackie was released along with Webster (SWFTm9121CB)on 2/15/2011,SWF,bwagoner,2011-02-16 16:31:49.340,D,2011-02-16 16:31:49.340
953,2009-01-29 00:00:00.000,Salt Springs,FL,Marion,Salt Springs,Salt Springs River,1,0,,"00",U,U,"00",,"FWC, Ocala National Forest
Biologists, USGS and SWF",sgearhart,455,N,2008-11-04 00:00:00.000,254,N,2008-11-04 00:00:00.000,"Original cold stress animal, one of four
animals being released at Salt Springs.",MMPL,bwagoner,2009-01-21 00:00:00.000,dszemer,2010-02-05 10:20:06.903
955,2009-01-29 00:00:00.000,Salt Springs,FL,Marion,Salt Springs,Salt Springs River,1,0,,"00",U,U,"00",,"FWC, Ocala National Forest
Biologists, USGS and SWF",sgearhart,325,N,2008-11-04 00:00:00.000,225,N,2008-11-04 00:00:00.000,"Original cold stress animal, one of four
animals being released at Salt Springs.",MMPL,bwagoner,2009-01-21 00:00:00.000,dszemer,2010-02-05 10:19:11.670
956,2009-01-27 00:00:00.000,Salt Springs,FL,Marion,Salt Springs,Salt Springs River,1,0,,"00",U,U,"00",,"FWC, Ocala National Forest
Biologists, USGS, SWF",sgearhart,270,N,2008-11-04 00:00:00.000,234,N,2008-11-04 00:00:00.000,"Original cold stress animal, one of four
animals being released at Salt Springs, FL",MMPL,bwagoner,2008-12-31 00:00:00.000,dszemer,2010-02-05 10:17:27.323
963,2008-07-18 00:00:00.000,Safety Harbor,FL,Pinellas,Safety Harbor,Safety Harbor,1,1,hydrilla/hyacinth,"00",U,U,"00",,FWC-NWFS,dmurphy,281,N,2008-06-26 00:00:00.000,238,N,2008-06-27 00:00:00.000,,LPZ,vedmonds,2008-11-05 00:00:00.000,D,2009-07-09 15:37:31.523
964,2008-05-14 00:00:00.000,Chokoloskee,FL,Collier,Chokoloskee,Chokoloskee Bay,1,1,hydrilla/hyacinth,"00",U,U,"00",,FWC-SWFS,dmurphy,418,N,2008-05-01 00:00:00.000,265,N,2008-05-01 00:00:00.000,,LPZ,vedmonds,2008-06-18 00:00:00.000,D,2009-07-09 15:37:31.523
965,2007-10-18 00:00:00.000,"Merritt Island, Kars Park",FL,Brevard,Merritt Island,Banana River,1,1,"hydrilla, hyacinth","00",U,U,"00",,"FWC-NEFS, Ann Spellman",dmurphy,1088,N,2007-10-04 00:00:00.000,351,N,2007-10-04 00:00:00.000,,LPZ,vedmonds,2007-01-13 00:00:00.000,D,2009-07-09 15:37:31.523
967,2008-06-05 00:00:00.000,Cape Coral,FL,Lee,Cape Coral,Caloosahatchee River,1,1,hyacinth/hydrilla,"00",U,U,"00",,FWC-SWFS,dmurphy,177,N,2008-05-29 00:00:00.000,249,N,2008-05-29 00:00:00.000,Manatee housed and released from SFM since December 2007,LPZ,vedmonds,2008-06-18 00:00:00.000,dszemer,2009-09-14 11:29:29.317
968,2009-02-27 00:00:00.000,Three Sisters Spring,FL,Citrus,Crystal River,Three Sisters Spring,1,1,hydrilla/water hyacinth,>12,F,F,>12,"Sea2Shore Alliance, Melody Fischer",,dmurphy,436,N,2009-02-27 00:00:00.000,263,N,2009-02-27 00:00:00.000,released with Baby Sister LPZ102484,LPZ,vedmonds,2009-08-28 23:32:27.967,dszemer,2011-01-14 12:03:12.190
968,2010-02-16 00:00:00.000,Three Sisters Spring,FL,Citrus,Crystal River,Three Sisters Spring,1,1,,>12,F,B,>12,"Sea to Shore Alliance, Melody Fisher",,dmurphy,356,N,2010-02-04 00:00:00.000,270,N,2010-02-16 00:00:00.000,,LPZ,vedmonds,2010-02-18 21:42:56.980,dszemer,2011-02-04 12:46:48.000
969,2009-02-20 00:00:00.000,Warm Mineral Springs,FL,Sarasota,North Port,Salt Creek,1,1,hydrilla,>12,F,B,"00",None,FWCC-SWFS: Denise Boyd,dmurphy,309,N,2009-02-10 00:00:00.000,246,N,2009-02-10 00:00:00.000,released with Brady (LPZ102481),MMPL,vedmonds,2009-08-27 19:57:33.650,dszemer,2010-02-05 10:23:40.840
971,2008-04-17 00:00:00.000,Key Largo,FL,Monroe,Key Largo,Florida bay,1,0,,"00",U,U,"00",,MSQ,mrodriguez,243,N,2008-04-17 00:00:00.000,231,N,2008-04-17 00:00:00.000,,MSQ,mrodriguez,2008-04-17 00:00:00.000,D,2009-07-09 15:37:31.523
991,2009-03-19 00:00:00.000,Crystal River inside National Wildlife Refuge,FL,Citrus,Crystal River,Crystal River,1,1,sea grass,"02",B,B,"02",Sirenia USGS,"Sirenia USGS, FWC",mrodriguez,404,N,2009-01-24 00:00:00.000,289,N,2009-01-24 00:00:00.000,,MMPL,jlinvill,2009-08-27 15:46:31.020,dszemer,2010-01-07 09:28:30.973
991,2010-01-15 00:00:00.000,Three Sisters Spring,FL,Citrus,Crystal River,Three Sisters Spring,1,1,hydrilla,"01",F,F,"01","Sea to Shore Alliance, Buddy Powell",,dmurphy,422,N,2010-01-15 00:00:00.000,292,N,2010-01-15 00:00:00.000,,LPZ,vedmonds,2010-01-16 21:05:08.013,D,2010-01-16 21:05:08.013
992,2008-11-04 00:00:00.000,Homosassa,FL,Citrus,Homosassa,Homosassa River,1,1,hydrilla,"00",U,U,"00",,FWC-NWFS,dmurphy,361,N,2008-11-05 00:00:00.000,255,N,2008-10-30 00:00:00.000,,LPZ,vedmonds,2008-11-05 00:00:00.000,D,2009-07-09 15:37:31.523
996,2009-03-04 00:00:00.000,Crystal River,FL,Citrus,Crystal River ,Kings Bay,1,1,,"03",F,B,"00",none,FWCC-MMPL,dmurphy,518,N,2009-02-10 00:00:00.000,300,N,2009-02-10 00:00:00.000,plan to release with Homeslice (LPZ102641),LPZ,vedmonds,2009-08-28 21:07:20.653,dszemer,2011-02-04 12:49:11.940
999,2009-03-04 00:00:00.000,Crystal River,FL,Citrus,Crystal River,Kings Bay,1,1,,"12",F,B,"00",none,FWCC-MMPL,dmurphy,361,N,2009-02-10 00:00:00.000,251,N,2009-02-10 00:00:00.000,released with Uncle (LPZ102655),LPZ,vedmonds,2009-08-28 21:10:34.733,dszemer,2011-02-04 12:47:48.630
1002,2010-02-08 00:00:00.000,Berkeley Canal,FL,Brevard,Satellite Beach,Indian River,1,1,halodule and sedge,"03",B,B,>12,Sea 2 Shore Alliance,,bnolan,376,N,2010-02-02 00:00:00.000,245,N,2010-02-02 00:00:00.000,Sea 2 Shore stated body score of 4/5.,LVS,jdavis,2010-02-11 10:49:02.417,D,2010-02-11 10:49:02.417
1002,2010-05-18 00:00:00.000,Kars Park,FL,Brevard,Merritt Island,Banana River,1,1,sea grass,"01",B,B,"01",Sea to Shore,FWC,mrodriguez,347,N,2010-05-18 00:00:00.000,254,N,2010-05-13 00:00:00.000,Released with Bode; Actual weight 347kg (765 lbs); satellite tag attached,MSQ,jlinvill,2010-05-20 14:09:28.110,dszemer,2010-06-25 15:05:44.170
1002,2011-03-03 00:00:00.000,Indian River ,FL,Brevard,Port St. John,Indian River,1,,,,,,,Sea 2 Shore,"Sea 2 Shore- Monica Ross
FWC-Indian River Field Lab
SWF",sgearhart,350,N,2011-03-03 00:00:00.000,257,N,2011-03-03 00:00:00.000,Kringle was released from the boat out in the Indian River near the FPL plant. He was re-tagged by Monic Ross,SWF,bwagoner,2011-03-03 17:12:48.623,D,2011-03-03 17:12:48.623
1004,2011-02-08 00:00:00.000,Canal by Turkey Point Power Plant,FL,Miami/Dade,Miami,Adjacent canal from Turkey Point Power Plant,1,1,sea grass,"04",B,B,>12,sea to shore,,mrodriguez,372,N,2011-02-08 00:00:00.000,235,N,2011-02-08 00:00:00.000,,FWS,jlinvill,2011-02-16 12:20:34.507,nadimey,2012-01-30 12:26:05.737
1005,2008-06-13 00:00:00.000,Goodland,FL,Collier,Goodland,Goodland Bay,1,1,Hyacinth/hydrilla,"00",U,U,"00",,FWC-SWFS,dmurphy,686,N,2008-05-28 00:00:00.000,330,N,2008-05-28 00:00:00.000,released with calf RSW0804,LPZ,vedmonds,2008-06-18 00:00:00.000,D,2009-07-09 15:37:31.523
1006,2008-06-13 00:00:00.000,Goodland,FL,Collier,Goodland,Goodland Bay,1,1,hydrilla/hyacinth,"00",U,U,"00",,FWC-SWFS,dmurphy,54,N,2008-05-28 00:00:00.000,124,N,2008-05-28 00:00:00.000,released with mother RSW0803,LPZ,vedmonds,2008-06-18 00:00:00.000,D,2009-07-09 15:37:31.523
1007,2008-08-13 00:00:00.000,Riverview,FL,Hillsborough,Riverview,Alafia River,1,1,hydrilla/hyacinth,"00",U,U,"00",,FWC-NWFS,dmurphy,290,N,2008-08-07 00:00:00.000,240,N,2008-08-07 00:00:00.000,,LPZ,vedmonds,2008-12-17 00:00:00.000,D,2009-07-09 15:37:31.523
1008,2008-08-14 00:00:00.000,Englewood,FL,Sarasota,Englewood,Forked Creek,1,1,hydrilla/hyacinth,"00",U,U,"00",,FWC-SWFS,dmurphy,275,N,2008-08-14 00:00:00.000,241,N,2008-07-31 00:00:00.000,,LPZ,vedmonds,2008-12-17 00:00:00.000,D,2009-07-09 15:37:31.523
1009,2009-02-20 00:00:00.000,Warm Mineral Springs,FL,Sarasota,North Port,Salt Creek,1,1,hydrilla,"12",F,B,"00",No tracker,FWCC-SWFS:Denise Boyd,dmurphy,291,N,2009-02-10 00:00:00.000,237,N,2009-02-10 00:00:00.000,Released with Curlew Creek (LPZ102470) ,LPZ,vedmonds,2009-08-27 19:04:42.967,dszemer,2011-02-04 12:45:46.583
1010,2009-02-27 00:00:00.000,Three Sister's Spring,FL,Citrus,Crystal River,Three Sisters Spring,1,1,,"12",F,B,"00",none,,dmurphy,309,N,2009-02-10 00:00:00.000,235,N,2009-02-10 00:00:00.000,released with female manatee Baby Coral LPZ102333,LPZ,vedmonds,2009-08-29 00:13:26.537,dszemer,2011-01-14 11:58:00.857
1011,2010-02-16 00:00:00.000,Three Sisters Springs,FL,Citrus,Crystal River,Crystal River/Kings Bay,1,1,"Hydrilla, Hyacinth and Najas","12",F,F,"12",Monica Ross,"University of Fl, USFWS-Chassahowitzka National Wildlife Refuge, USGS, FMRI_MMPL, Fl DEP Pec & Parks Homosassa, Lowry Park Zoo and MRP.",mlowe,390,N,2010-02-16 00:00:00.000,256,N,2010-02-16 00:00:00.000,Veterinarian Mike Walsh,HSSWP,slowe,2010-02-24 16:09:10.997,D,2010-02-24 16:09:10.997
1015,2008-05-23 00:00:00.000,Edgewater,FL,Volusia,Edgewater,Mosquito Lagoon,1,0,,"00",U,U,"00","None, animal not tagged","FWC-Indian River Field Lab
SWF",lcroft,194,N,2008-05-16 00:00:00.000,271,N,2008-05-16 00:00:00.000,"Animal rescued with calf but no health issues,
released at capture site with calf (SWFTm0814B)",MMPL,bwagoner,2008-07-07 00:00:00.000,dszemer,2009-09-28 11:59:00.830
1016,2008-05-23 00:00:00.000,Edgewater,FL,Volusia,Edgewater,Mosquito Lagoon,0,0,,"00",U,U,"00","None, animal not tagged.","FWC-Indian River Field Lab
SWF",lcroft,12,N,2008-05-16 00:00:00.000,111,N,2008-05-16 00:00:00.000,"Possible injured calf w/mom but calf
showed no problems, released w/ mom",MMPL,bwagoner,2008-07-07 00:00:00.000,dszemer,2009-09-28 12:02:47.847
1024,2008-11-25 00:00:00.000,Merritt Island,FL,Brevard,Merritt Island,Banana River,1,0,,"00",U,U,"00",,"FWC-Indian River Field Lab
SWF",cdold,148,N,2008-11-04 00:00:00.000,250,N,2008-11-04 00:00:00.000,"Animal rescued from Indian River,has been 
exposed to brackish/marine,release at KARS Park ",SWF,bwagoner,2008-11-11 00:00:00.000,dszemer,2010-09-28 13:07:08.910
1026,2010-02-16 00:00:00.000,Three Sister Springs ,FL,Citrus,Crystal River,Crystal River/Kings Bay,1,1,"Hydrilla, Hyacinth(12month)and Najas (for 30 days)","12",F,F,"12",Monica Ross,"University of Florida,USFWS-Chassahowitzka National Wildlife Refuge,USGS, FMRI-MMPL,FL DEP Rec & Parks Homosassa, Lowry Park Zoo.",mlowe,286,N,2010-02-16 00:00:00.000,233,N,2010-02-16 00:00:00.000,Veterinarians Mike Walsh and Ray Ball,HSSWP,slowe,2010-02-24 15:47:57.650,D,2010-02-24 15:47:57.650
1032,2011-02-15 00:00:00.000,Anchorage Park boat ramp,FL,Palm Beach,North Palm Beach,Soutern basin of Earman River,1,1,sea grass,"04",B,B,>12,Sea to Shore,,mrodriguez,291,N,2011-02-08 00:00:00.000,225,N,2011-01-19 00:00:00.000,released with Celebrity (MSTm1105),FWS,jlinvill,2011-02-16 12:52:05.603,nadimey,2012-01-30 13:15:17.920
1033,2010-02-17 00:00:00.000,Warm Mineral Springs,FL,Sarasota,North Port,Warm Mineral Springs,1,1,hydrilla,"10",F,B,,none,,dmurphy,304,N,2010-02-04 00:00:00.000,236,N,2010-02-04 00:00:00.000,,LPZ,vedmonds,2010-02-18 21:15:02.940,D,2010-02-18 21:15:02.940
1034,2009-05-18 00:00:00.000,MacArthur Beach State Park,FL,Palm Beach,North Palm Beach,Lake Worth Lagoon,1,1,sea grass,"01",B,B,"01",,MacArthur Beach State Park Staff,mrodriguez,248,N,2009-05-18 00:00:00.000,219,N,2009-05-18 00:00:00.000,,MMPL,mrodriguez,2009-08-27 15:45:12.817,dszemer,2009-11-30 12:40:30.450
1036,2009-05-26 00:00:00.000,Kars Park,FL,Brevard,Merritt Island,Banana River,1,0,,"00",F,B,"00",,"FWC, SWF",sgearhart,286,N,2009-04-16 00:00:00.000,226,N,2009-04-16 00:00:00.000,,SWF,nadimey,2009-09-08 09:27:24.567,dszemer,2011-01-12 10:01:49.270
1036,2011-02-22 00:00:00.000,South Patrick Dr,FL,Brevard,Satellite Beach,Berkeley Canal,1,0,,"00",F,B,"00",,FWCC-NEFS,rball,488,N,2011-01-27 00:00:00.000,254,N,2011-01-27 00:00:00.000,,FWS,vedmonds,2011-03-06 17:28:04.440,nadimey,2012-01-30 13:20:16.967
1037,2011-02-22 00:00:00.000,South Patrick Dr,FL,Brevard,Satellite Beach,Berkeley Canal,1,0,,"00",F,B,"00",FWCC Melbourne Office,"Florida Fish and Wildlife Conservation Commission, SeaWorld and The Seas's teams faciliated the release of Jasper",bnolan,356,N,2011-02-11 00:00:00.000,279,N,2010-07-20 00:00:00.000,,FWS,jdavis,2011-04-05 13:54:58.433,nadimey,2012-01-30 13:21:52.723
1038,2009-07-30 00:00:00.000,KARS Park,FL,Brevard,Merritt Island,Banana River,1,0,,"00",F,B,"00",none,"FWC- Indian River Field Lab
SWF",cdold,455,N,2009-07-30 00:00:00.000,288,N,2009-07-30 00:00:00.000,"Pit tag numbers  Rt. 0006E93C5D
                 Lt. 0006E8EC5D",MMPL,bwagoner,2009-08-27 15:48:48.223,dszemer,2010-01-29 11:14:39.583
1040,2009-05-28 00:00:00.000,Julington Creek,FL,Duval,Jacksonville,St Johns River,1,1,,"00",F,U,"00",,FWC - Northeast Field Lab,sgearhart,693,N,2009-04-16 00:00:00.000,329,N,2009-04-16 00:00:00.000,"Originally rescued from cold stress with cold stress calf, Mom and calf both being released",SWF,csandersre,2009-08-12 14:26:25.490,dszemer,2010-10-13 09:58:07.517
1041,2009-05-28 00:00:00.000,Julington Creek,FL,Duval,Jacksonville,St Johns River,1,1,,"00",F,U,"00",,FWC - Northeast Field Lab,sgearhart,175,N,2009-04-16 00:00:00.000,190,N,2009-04-16 00:00:00.000,"Cold stress calf brought in with cold stress mother, both mom/calf being released",SWF,csandersre,2009-08-12 14:34:44.523,dszemer,2010-10-13 09:59:13.563
1047,2010-04-27 00:00:00.000,Blue Springs State Park,FL,Volusia,"Orange City, FL",St. Johns River,1,0,,"00",F,F,>12,None,"BSSP Rangers, FWC-Indian River Field Lab
S2S Monica Ross, SWF",lcroft,366,N,2010-04-26 00:00:00.000,244,N,2010-04-27 00:00:00.000,"Eva will be released along with her mother, Mossback",SWF,bwagoner,2010-04-27 14:47:36.390,dszemer,2010-05-05 12:02:07.213
1057,2008-08-12 00:00:00.000,Crystal River,FL,Citrus,Crystal River,Kings Bay,1,1,hydrilla/hyacinth,"00",U,U,"00",,FWC-NWFS,dmurphy,468,N,2008-06-28 00:00:00.000,280,N,2008-07-31 00:00:00.000,"released with calf, 102594, RNW 0809",LPZ,vedmonds,2008-11-05 00:00:00.000,D,2009-07-09 15:37:31.523
1058,2008-08-12 00:00:00.000,Crystal Rvier,FL,Citrus,Crystal Rvier,Kings Bay,1,1,hydrilla/hyacinth,"00",U,U,"00",,FWC-NWFS,dmurphy,70,N,2008-06-28 00:00:00.000,158,N,2008-07-31 00:00:00.000,"released with dam, 102593, RNW0808",LPZ,vedmonds,2008-11-05 00:00:00.000,D,2009-07-09 15:37:31.523
1063,2009-09-09 00:00:00.000,"St. John's River, 94 Boat Ramp Road",FL,Putnam,Palatka,St. John's River,1,1,,"03",F,F,"03",,"FWC-NEFS, Jacksonville Zoo staff",dmurphy,532,N,2009-08-27 00:00:00.000,291,N,2009-08-27 00:00:00.000,"released with dependant calf LPZ102718 and dependant, adopted calf LPZ102705",MMPL,vedmonds,2009-09-20 15:48:01.670,dszemer,2010-02-04 09:27:45.877
1066,2009-05-15 00:00:00.000,Biscayne National Park-Convoy Point,FL,Miami/Dade,Homestead,Biscayne National Park,1,1,,"01",B,B,"01",,,mrodriguez,441,N,2009-05-15 00:00:00.000,272,N,2009-05-15 00:00:00.000,,MMPL,jlinvill,2009-08-27 15:54:20.197,dszemer,2010-01-29 12:12:27.710
1067,2009-07-09 00:00:00.000,Three Sisters Spring,FL,Citrus,Crystal River,Three Sisters Spring,1,1,hydrilla,"03",F,F,"03",none,FWCC-MMPL,dmurphy,342,N,2009-06-25 00:00:00.000,249,N,2009-06-25 00:00:00.000,,LPZ,vedmonds,2009-08-28 21:48:13.340,dszemer,2011-01-14 12:02:02.500
1069,2009-07-08 00:00:00.000,"Coffee Pot Park, 1st St and 31st Ave N",FL,Pinellas,St. Petersburg,Coffee Pot Bayou,,,,,,,,,,dmurphy,261,N,2009-06-25 00:00:00.000,234,N,2009-06-25 00:00:00.000,Released at 3 pm from park boat ramp,LPZ,vedmonds,2009-08-28 21:58:32.020,D,2009-08-28 21:58:32.020
1071,2010-11-23 00:00:00.000,Apollo Beach Park,FL,Hillsborough,Apollo Beach,Tampa Bay,1,,hydrilla,,F,B,,,,rball,301,N,2010-11-23 00:00:00.000,252,N,2010-11-18 00:00:00.000,,LPZ,dszemer,2011-02-04 12:58:37.620,D,2011-02-04 12:58:37.620
1074,2009-07-10 00:00:00.000,Port of the Islands Marina,FL,Collier,Port of the Islands,Faka Union Canal,1,1,,"04",F,B,"00",,FWCC-SWFS,dmurphy,425,N,2009-06-25 00:00:00.000,285,N,2009-06-25 00:00:00.000,,MMPL,vedmonds,2009-08-26 15:08:52.550,dszemer,2010-01-29 11:35:11.147
1082,2010-02-08 00:00:00.000,Southern basin off the Earman River ,FL,Palm Beach,N. Palm Beach,Earman River,1,1,sea grass,"01",B,B,"11",MRP,FWC,mrodriguez,326,N,2010-02-08 00:00:00.000,242,N,2010-01-14 00:00:00.000,Release site-southern basin off the Earman River and south of N. Lake Blvd bridge,MSQ,jlinvill,2010-02-10 13:54:58.150,D,2010-02-10 13:54:58.150
1088,2009-09-24 00:00:00.000,Sanibel Island Boat Ramp,FL,Lee,Sanibel Island,San Carlos Bay,1,1,seagrass,"04",B,B,"04",,FWC,mrodriguez,502,N,2009-09-24 00:00:00.000,312,N,2009-09-24 00:00:00.000,,MMPL,jlinvill,2009-09-25 12:40:41.770,dszemer,2010-02-04 09:32:58.517
1089,2009-09-09 00:00:00.000,"St. John's River, 94 Boat Ramp Road",FL,Putnam,Palatka,St. John's River,1,1,hydrilla,"05",F,F,"05",,"FWC-NEFS, Jacksonville Zoo staff",dmurphy,31,N,2009-08-27 00:00:00.000,149,N,2009-08-27 00:00:00.000,released with adoptive cow LPZ102717 and her biological calf LPZ102718,LPZ,vedmonds,2009-09-20 15:51:47.843,D,2009-09-20 15:51:47.843
1092,2009-09-08 00:00:00.000,Cut's Edge Harbor Marina,FL,Manatee,Palmetto,Terra Ceia Bay,1,1,,"01",F,B,"00",,FWC-MMPL,dmurphy,441,N,2009-08-27 00:00:00.000,289,N,2009-08-27 00:00:00.000,Released at 1430,MMPL,vedmonds,2009-09-20 15:19:48.253,dszemer,2010-02-04 09:57:18.953
1093,2009-09-09 00:00:00.000,"St. John's River, 94 Boat Ramp Road",FL,Putnam,Palatka,St. John's River,1,1,hydrilla,"04",F,F,"04",,"FWC-NEFS, Jacksonville Zoo staff",dmurphy,30,N,2009-08-27 00:00:00.000,152,N,2009-08-27 00:00:00.000,released with dam LPZ102717 and adopted calf for dam LPZ102705,LPZ,vedmonds,2009-09-20 15:54:10.720,D,2009-09-20 15:54:10.720
1094,2010-05-19 00:00:00.000,Jug Creek,FL,Lee,Bokeelia,Charlotte Harbor,0,0,,"00",U,B,"00",,,dmurphy,313,N,2010-05-17 00:00:00.000,237,N,2010-05-17 00:00:00.000,,SFM,mmargold,2010-08-05 17:19:07.897,dszemer,2010-11-18 12:39:10.527
1100,2010-09-30 00:00:00.000,Kars Park,FL,Brevard,Merritt Island,Banana River,,,,,,,,,"SWF, FWC-Brevard",sgearhart,336,N,2010-09-30 00:00:00.000,236,N,2010-09-30 00:00:00.000,,SWF,slehr,2010-10-13 13:43:11.993,D,2010-10-13 13:43:11.993
1108,2011-02-08 00:00:00.000,Fort Lauderdale Port Everglades,FL,Broward,Fort Lauderdale,Port Everglades (aka Manatee Sanctuary area),1,1,sea grass,"04",B,B,>12,Sea to Shore,,mrodriguez,334,N,2011-02-08 00:00:00.000,234,N,2011-02-08 00:00:00.000,,FWS,jlinvill,2011-02-16 12:42:31.340,nadimey,2012-01-30 13:12:41.470
1109,2009-12-15 00:00:00.000,Miami Seaquarium boat basin,FL,Miami/Dade,Miami,Biscayne Bay,1,1,seagrass,"01",B,B,"01",,FWC,mrodriguez,505,N,2009-12-15 00:00:00.000,296,N,2009-12-01 00:00:00.000,"release wt.-1110 lbs (12/15/09)
length - 296 cm (12/1/09)",MSQ,jlinvill,2009-12-17 10:28:55.497,dszemer,2010-05-25 09:30:59.620
1115,2010-02-22 00:00:00.000,"Salt Springs, Ocala Nat. Forest",FL,Marion,Salt Springs,Salt Springs River,1,,,,F,F,"02",,"FWC-Indian River Field Lab
Monica Ross- S2S
SeaWorld Florida",sgearhart,252,N,2010-02-10 00:00:00.000,237,N,2010-02-17 00:00:00.000,"Jingles was originally rescued from Salt Springs due
to severe weight lost, she did pass some monofilament line
during her rehab. She will be tagged and monitored for health reasons for a short duration, plus for data on the salt springs animals,she is not an MRP animal.








",SWF,bwagoner,2010-02-23 07:25:28.740,D,2010-02-23 07:25:28.740
1116,2012-02-13 00:00:00.000,CRNWR,FL,Citrus,Crystal River,Three Sisters Spring,1,1,Coontail,"03",F,F,>12,,"USFWS, USGS and S2S",rball,305,N,2012-01-24 00:00:00.000,230,N,2012-01-24 00:00:00.000,,FWS,slowe,2012-02-17 16:09:52.613,nadimey,2013-02-13 10:14:03.370
1117,2010-03-02 00:00:00.000,South basin of Earman River,FL,Palm Beach,N. Palm Beach,Earman River,1,,,,B,B,"02",,FWC Tequesta,mrodriguez,566,Y,2010-02-27 00:00:00.000,299,N,2010-02-26 00:00:00.000,Pregnant manatee; Actual weight - 1300lbs (589kg); released from Anchorage Park Boat Ramp,MSQ,jlinvill,2010-03-03 10:38:27.520,D,2010-03-03 10:38:27.520
1130,2010-11-23 00:00:00.000,Apollo Beach Nature Park,FL,Hillsborough,Apollo Beach,Tampa Bay,1,1,hydrilla,"00",F,B,"00",,"FWC, LPZ",rball,500,Y,2010-11-18 00:00:00.000,237,U,2010-11-18 00:00:00.000,,LPZ,nadimey,2011-01-28 12:30:36.017,dszemer,2011-02-04 12:53:42.913
1131,2012-01-30 00:00:00.000,Satellite Beach,FL,Brevard,Satellite Beach,Berkeley Canal,1,1,seagrass,"03",B,B,"03",Sea to Shore,,mrodriguez,380,N,2012-01-30 00:00:00.000,252,N,2012-01-30 00:00:00.000,"Released with Sluffy.
MSTm1107",MSQ,jlinvill,2012-02-05 15:22:07.747,dszemer,2013-02-20 09:51:42.707
1132,2010-04-07 00:00:00.000,Desoto Canal (Banana River),FL,Brevard,Satellite Beach,Banana River,,,,,,,,None,"FWC-Indian River Field Lab
SWF",lcroft,269,N,2010-04-06 00:00:00.000,226,N,2010-04-06 00:00:00.000,,SWF,bwagoner,2011-01-12 16:23:32.917,D,2011-01-12 16:23:32.917
1133,2010-02-17 00:00:00.000,Three Sisters,FL,Citrus,"Crystal River, FL",Crystal River,1,1,Sea grass,"01",F,F,"04",Sea2Shore,"USFWS, Sea2Shore, USGS and SeaWorld",sgearhart,266,N,2010-02-08 00:00:00.000,232,N,2010-02-08 00:00:00.000,"SWFTm0922B was originally rescued from Crystal River
by USFWS back on 10/26/09.",SWF,bwagoner,2010-02-18 11:37:54.270,D,2010-02-18 11:37:54.270
1138,2010-03-25 00:00:00.000,MacArthur Beach State Park,FL,Palm Beach,North Palm Beach,ICW,1,,,,B,B,"02",,,mrodriguez,408,Y,2010-03-22 00:00:00.000,275,N,2010-03-22 00:00:00.000,"Fortress is being released with her calf, Wrinkles (MSTm1005).
Actual weight: 905 lbs. (410 kg.) on 03/22/10",MSQ,jlinvill,2010-03-27 14:41:08.493,D,2010-03-27 14:41:08.493
1139,2010-03-25 00:00:00.000,MacArthur Beach State Park,FL,Palm Beach,North Palm Beach,ICW,1,,,,B,B,"02",,,mrodriguez,49,Y,2010-03-22 00:00:00.000,130,N,2010-03-22 00:00:00.000,"Wrinkles is being released with her mom, Fortress (MSTm1004);

Actual weight: 98 lbs. (44 kg) on 03/25/10",MSQ,jlinvill,2010-03-27 14:44:04.290,D,2010-03-27 14:44:04.290
1144,2010-03-02 00:00:00.000,Lake Worth Lagoon,FL,Palm Beach,"Lake Worth, FL",Lake Worth Lagoon,1,,,,,,,,"FWC-Tequesta Field Lab
SeaWorld Florida",sgearhart,106,N,2010-02-20 00:00:00.000,150,N,2010-01-27 00:00:00.000,"Animal was origianlly rescued along with mother ""Dewey"" (SWFTm1004B) both due to cold stress from Vero Beach. Both have been together during rehab, Barros was observed still nursing from mom as well as eating solid food (lettuce).",SWF,bwagoner,2010-03-02 15:01:30.290,D,2010-03-02 15:01:30.290
