"MLog","DeathDate","CauseID","OtherText","Euth","DeathLoc","Org","VetID","Comments","CreateBy","CreateDate","UpdateBy","UpdateDate"
839,2009-12-27 00:00:00.000,BoIm,,0,AftRel,,,,dszemer,2010-01-05 13:47:49.213,D,2010-01-05 13:47:49.213
841,2006-05-19 00:00:00.000,BoIm,,1,Rehab,LPZ,dmurphy,Citrus continued to lose weight and would eat sporadically.  She had been receiving supplemental tube feedings.,vedmonds,2006-08-07 00:00:00.000,D,2009-07-09 10:09:34.293
842,2013-03-28 00:00:00.000,NaRe,,0,AftRel,MMPL,,,dszemer,2014-01-24 11:08:30.110,D,2014-01-24 11:08:30.110
844,2006-05-11 00:00:00.000,NaOt,"twisted gut,impactio",0,Rehab,LPZ,dmurphy,"Manatee became impacted and cosequently twisted his gut twisted gut,impactio",vedmonds,2006-07-29 00:00:00.000,D,2009-07-09 10:09:34.293
846,2010-01-22 00:00:00.000,NaCs,,0,AftRel,,,,dszemer,2010-02-03 11:47:34.517,D,2010-02-03 11:47:34.517
851,2006-08-03 00:00:00.000,BoPr,,1,Rehab,SWF,cdold,"After several months and no response to treatment
animal was euthanized, necropsy report to follow.",bwagoner,2006-08-06 00:00:00.000,D,2009-07-09 10:09:34.293
853,2006-04-25 00:00:00.000,BoIm,,0,Trans,SWF,cdold,,bwagoner,2006-04-25 00:00:00.000,D,2009-07-09 10:09:34.293
854,2006-05-22 00:00:00.000,BoPr,,0,Rehab,SWF,bnolan,"Animal was found dead around 6:30PM on 5/22/06
he was swimming around two hours earlier.
Dr. Chittick will follow up with necropsy report.",bwagoner,2006-05-23 00:00:00.000,D,2009-07-09 10:09:34.293
855,2006-06-27 00:00:00.000,BoPr,,1,Rehab,SWF,cdold,Animal was euthanized by Dr. Dold due to injuries.,bwagoner,2006-06-27 00:00:00.000,D,2009-07-09 10:09:34.293
856,2006-06-18 00:00:00.000,NaOt,Stillborn,0,Rehab,SWF,cdold,"Stillborn calf born to rescued animal SWFTm0614B
brought in due to watercraft injuries. Stillborn",bwagoner,2006-06-20 00:00:00.000,D,2009-07-09 10:09:34.293
857,2006-06-30 00:00:00.000,NaDe,"",0,Rehab,SWF,mwalsh,Orphan calf survived 5 days under supportive care.,rrunnells,2006-07-13 00:00:00.000,D,2009-07-09 10:09:34.293
858,2006-06-02 00:00:00.000,BoIm,,0,Rehab,LPZ,dmurphy,,vedmonds,2006-07-29 00:00:00.000,D,2009-07-09 10:09:34.293
859,2006-05-16 00:00:00.000,BoIm,,0,Rehab,LPZ,dmurphy,Maren was a known manatee that had been pit-tagged during winter captures in the late 1990's.  A pit tag could not be detected in her right shoulder.  ,vedmonds,2006-07-29 00:00:00.000,D,2009-07-09 10:09:34.293
861,2006-03-21 00:00:00.000,NaCs,"",0,Rehab,SWF,bnolan,Dr. Beth Chittick will follow up with necropsry report. skin lesions no fat,bwagoner,2006-03-23 00:00:00.000,D,2009-07-09 10:09:34.293
862,2006-04-04 00:00:00.000,BoIm,,1,Rehab,SWF,bnolan,"Animal was euthanized during surgical
procedure, necropsry report to follow.",bwagoner,2006-04-10 00:00:00.000,D,2009-07-09 10:09:34.293
864,2007-12-27 00:00:00.000,HumI,,0,AftRel,MMPL,unk,"Fishing hook embedded in small intestine with necrotic reaction; dry, hard feces; relatively empty GI tract; serous atrophy fats and muscle.",dszemer,2007-01-16 00:00:00.000,D,2009-07-09 10:09:34.293
866,2006-04-14 00:00:00.000,BoPr,,0,Rehab,MSQ,mrodriguez,Manatee suffered from Pyothorax and was extremely emaciated,sgaudio,2006-04-14 00:00:00.000,D,2009-07-09 10:09:34.293
868,2018-01-06 00:00:00.000,NaRe,,0,AftRel,MMPL,,,dszemer,2018-11-09 09:26:21.373,D,2018-11-09 09:26:21.373
869,2013-11-26 00:00:00.000,Unde,,0,AftRel,MMPL,,,dszemer,2014-01-24 11:34:22.393,D,2014-01-24 11:34:22.393
870,2006-08-05 00:00:00.000,BoIm,,0,Rehab,SWF,mwalsh,"Animal was just found dead on bottom of pool, necropsy report to follow.",bwagoner,2006-08-06 00:00:00.000,D,2009-07-09 10:09:34.293
871,2006-09-25 00:00:00.000,BoIm,,0,Rehab,SWF,cdold,,bwagoner,2006-09-25 00:00:00.000,D,2009-07-09 10:09:34.293
872,2006-10-19 00:00:00.000,BoPr,,0,Rehab,SWF,cdold,,bwagoner,2006-10-19 00:00:00.000,D,2009-07-09 10:09:34.293
873,2006-10-25 00:00:00.000,NaOt,atresia ani-volvulus,0,Rehab,MMPL,unk, atresia ani-volvulus,dszemer,2006-11-02 00:00:00.000,D,2009-07-09 10:09:34.293
874,2006-12-14 00:00:00.000,NaCs,"",0,Rehab,SWF,cdold, Cold stress,slehr,2006-12-23 00:00:00.000,D,2009-07-09 10:09:34.293
876,2007-02-27 00:00:00.000,BoUn,,0,AftRel,MMPL,unk,,dszemer,2007-02-27 00:00:00.000,D,2009-07-09 10:09:34.293
877,2016-12-24 00:00:00.000,NaRe,,0,AftRel,MMPL,,,dszemer,2017-01-04 09:56:36.667,D,2017-01-04 09:56:36.667
878,2015-12-14 00:00:00.000,BoIm,acute,0,AftRel,MMPL,,,dszemer,2015-12-16 06:45:50.407,D,2015-12-16 06:45:50.407
879,2010-05-29 00:00:00.000,Unde,,0,Rehab,LVS,,Animal was transported to The Seas from South Florida Museum on 24 May 2010.,lmcduffie,2010-05-29 11:05:31.827,D,2010-05-29 11:05:31.827
880,2017-12-24 00:00:00.000,NaCs,,0,AftRel,FWCNE,,Carcass had a 52 cm male fetus,ngordon,2018-01-19 13:05:04.250,D,2018-01-19 13:05:04.250
881,2006-10-11 00:00:00.000,BoIm,,0,Rehab,LPZ,dmurphy,,vedmonds,2006-10-11 00:00:00.000,D,2009-07-09 10:09:34.293
882,2007-03-26 00:00:00.000,NaRe,,0,AftRel,MMPL,unk, Red Tide,dszemer,2007-03-26 00:00:00.000,D,2009-07-09 10:09:34.293
883,2010-06-03 00:00:00.000,Othe,Florida Marine Pathobiology Lab stated death was listed as Watercraft/Chronic.,0,Rehab,HSSWP,mlowe,Drs. Michael Walsh and Ray Ball are veterinarians of record for Ellie Schiller Homosassa Springs Wildlife State Park. Dr. Walsh is primary veterinarian for the manatees at Homosassa.,slowe,2010-06-17 11:36:14.623,D,2010-06-17 11:36:14.623
886,2020-02-17 00:00:00.000,Unde,,0,AftRel,MMPL,,,dszemer,2020-03-09 08:57:49.847,D,2020-03-09 08:57:49.847
887,2002-02-22 00:00:00.000,BoPr,,1,Rehab,SWF,mwalsh,"Boat trauma, chronic pleuritis, opening to chest",unk,2002-02-22 00:00:00.000,D,2009-07-09 10:09:34.293
888,2003-04-23 00:00:00.000,NaOt,stillborn,0,Rehab,SWF,astamper,Calf was still born to SWF T.m 0308 a Manatee that is being treated for entanglement injuries,rrunnells,2003-04-23 00:00:00.000,D,2009-07-09 10:09:34.293
889,2004-06-29 00:00:00.000,Othe,"severe, acute head trauma with fatal cerebral hemo",0,Rehab,MSQ,bnolan,"Animal orginally brought in for entanglement injuries and was undergoing treatment. She developed a chin abcess during rehabilation. One morning (6/29/04) she began showing intermittent, violent rolling behaviors in the pool. Despite attempts to dete",bwagoner,2004-07-05 00:00:00.000,D,2009-07-09 10:09:34.293
890,2008-03-27 00:00:00.000,NaCs,,0,Trans,MMPL,unk,cold stress lesions; thickened epidermis; folds and flattened ventrum; empty GI tract; kidney cyst.,dszemer,2008-04-04 00:00:00.000,dszemer,2009-09-23 11:42:48.273
892,2007-04-04 00:00:00.000,NaDe,,0,Trans,MMPL,dmurphy,"ventral, fetal folds; umbilical skirt; mostly empty GI tract; meconium; congested meninges; closed urachus, umbilical vein, arteries. Orphan",dszemer,2007-11-01 00:00:00.000,D,2009-07-09 10:09:34.293
896,2007-04-28 00:00:00.000,BoUn,,0,Rehab,MMPL,dmurphy,"healing wound; subluxaed ribs; cyst, necrotic muscle; pneumothorax; congested mesenteries; dry, firm feces; swollen kidneys.",dszemer,2007-11-01 00:00:00.000,D,2009-07-09 10:09:34.293
897,2010-01-19 00:00:00.000,NaCs,Recovered during a cold related UME.,0,AftRel,MMPL,,,dszemer,2010-03-29 10:50:27.040,dszemer,2010-04-12 13:26:30.843
905,2007-01-18 00:00:00.000,NaOt,Multiple health issu,0,Rehab,LPZ,dmurphy, Multiple health issu,vedmonds,2008-01-14 00:00:00.000,D,2009-07-09 10:09:34.293
906,2007-02-17 00:00:00.000,BoUn,,0,Rehab,SWF,cdold,"Animal died shortly after arriving at SWF, carcass was picked up on 2/19/07 and taken to MMPL for necropsy",bwagoner,2007-02-22 00:00:00.000,D,2009-07-09 10:09:34.293
911,2007-01-14 00:00:00.000,NaCs,,0,Rehab,SWF,cdold,Animal found dead 1/14/07 in AM. Dr. Martine de Wit from MMPL did necropsy on 1/15/07 at SWF Cold Stress,bwagoner,2007-01-24 00:00:00.000,D,2009-07-09 10:09:34.293
914,2024-10-01 00:00:00.000,BoIm,,0,Rehab,,,,mlippincot,2024-10-03 07:25:35.443,D,2024-10-03 07:25:35.443
916,2007-06-30 00:00:00.000,BoUn,,0,Rehab,MSQ,mrodriguez,Sent to FMRI for Necrospy,mrodriguez,2007-07-05 00:00:00.000,D,2009-07-09 10:09:34.293
917,2007-03-19 00:00:00.000,NaRe,,0,Rehab,MMPL,dmurphy,"brevetoxin detected in stomach, liver, urine, blood; mucosa lesions; congested meninges, bladder, nasopharyngeal mucosa. Red Tide",dszemer,2007-11-01 00:00:00.000,D,2009-07-09 10:09:34.293
925,2013-03-27 00:00:00.000,NaRe,,0,AftRel,MMPL,,,dszemer,2014-01-24 11:05:53.737,D,2014-01-24 11:05:53.737
926,2007-08-26 00:00:00.000,NaDe,,0,Trans,MMPL,dmurphy,"Umbilical hernia, adhesions, necrotic intestine; umbilical blood clots; fetal folds; umbilical skirt Orphan",dszemer,2007-09-24 00:00:00.000,D,2009-07-09 10:09:34.293
927,2014-01-27 00:00:00.000,NaOt,,0,AftRel,MMPL,,,dszemer,2014-01-28 11:40:19.553,D,2014-01-28 11:40:19.553
929,2015-03-07 00:00:00.000,NaCs,,0,AftRel,MMPL,,,dszemer,2016-04-08 08:22:36.613,D,2016-04-08 08:22:36.613
930,2007-08-23 00:00:00.000,BoUn,,0,Rehab,MMPL,dmurphy,"Propeller cuts; fractured transverse processes; cut nerves, vessels; necrotic tissue; nodules on AV valves.",dszemer,2007-09-24 00:00:00.000,D,2009-07-09 10:09:34.293
941,2015-05-23 00:00:00.000,Unde,,0,AftRel,FWCIR,,,dszemer,2016-03-11 12:10:37.603,D,2016-03-11 12:10:37.603
942,2008-01-31 00:00:00.000,BoPr,,0,Rehab,MMPL,unk,"phothorax; consolidated lung; rib,vertebra remodeling; deformed vertebral column; abscess, caseous material; emaciation; urocele.",dszemer,2008-02-21 00:00:00.000,D,2009-07-09 10:09:34.293
944,2007-11-09 00:00:00.000,BoUn,,1,Rehab,SWF,cdold,"Rescued from Blue Springs, diagnosed
w/pyothorax, euthanized on 11/9/07, taken to MMLP",bwagoner,2007-11-21 00:00:00.000,D,2009-07-09 10:09:34.293
946,2007-09-09 00:00:00.000,NaOt,Multiple health issu,0,Trans,MMPL,cdold,"Congested lungs, trachea,mesenteries; dry serosal surface of lungs; enlarged lymph nodes; red discoloration of epidermis of peduncle. Multiple health issu",dszemer,2007-10-18 00:00:00.000,D,2009-07-09 10:09:34.293
948,2010-08-21 00:00:00.000,NaOt,,0,AftRel,MMPL,,,dszemer,2011-01-07 12:03:11.563,D,2011-01-07 12:03:11.563
949,2013-02-09 00:00:00.000,Unde,There were no distinct findings indicating a specific cause of death.,0,AftRel,MMPL,,,dszemer,2013-03-21 06:53:40.743,D,2013-03-21 06:53:40.743
953,2009-04-01 00:00:00.000,NaOt,,0,AftRel,,,"Missiong muzzle; bloody lungs, face, neck; cold stress lesions; muddy GI contents; hard feces.",dszemer,2009-08-28 12:38:33.603,dszemer,2009-09-28 10:19:12.993
954,2008-01-07 00:00:00.000,NaCs,,0,Rehab,SWF,sgearhart,"Severe cold stress, animal could not float even with wetsuit jacket on could not hold head up. 
Ulcerating cold stress lesions; relativelyl empty GI tract; lesions stomach, intestine; congested bladder mucosa; lung mass; froth airways; ventral folds; serous atrophy fats",bwagoner,2008-02-25 00:00:00.000,dszemer,2009-09-28 10:33:26.630
957,2008-05-10 00:00:00.000,NaCs,,0,Rehab,MSQ,unk, Cold stress,dszemer,2008-05-10 00:00:00.000,D,2009-07-09 10:09:34.293
963,2014-09-21 00:00:00.000,Unde,too decomposed,0,AftRel,MMPL,,,dszemer,2014-10-21 11:53:53.907,D,2014-10-21 11:53:53.907
966,2007-06-04 00:00:00.000,BoUn,,0,Rehab,LPZ,dmurphy,Pyothorax post surgery/ chest tube,vedmonds,2007-01-13 00:00:00.000,D,2009-07-09 10:09:34.293
968,2010-12-23 00:00:00.000,Unde,,0,AftRel,MMPL,,,dszemer,2010-12-27 09:26:39.743,D,2010-12-27 09:26:39.743
969,2009-12-14 00:00:00.000,NaOt,,0,AftRel,,,,dszemer,2010-02-02 15:32:52.300,D,2010-02-02 15:32:52.300
970,2008-02-05 00:00:00.000,NaCs,,0,Trans,SWF,sgearhart,"Severe cold stress animal, very underweight,
died about 15min. into transport.
Cold stress lesions; poorly resolving wounds; longitudinal folds; concave ventrum; empty upper GI; hard feces; meninges severely congested; froth airways; dark red region lung.
 ",bwagoner,2008-03-02 00:00:00.000,dszemer,2009-09-28 10:50:46.710
971,2010-07-10 00:00:00.000,BoIm,,0,AftRel,MMPL,,,dszemer,2011-01-07 11:59:51.757,D,2011-01-07 11:59:51.757
972,2008-02-21 00:00:00.000,BoIm,,0,Rehab,SWF,sgearhart,"Animal died during surgical procedure(laparoscopy). MMPL pick up animal for necropsy.
Chronic. Fractured, luxated ribs; right lung consolidated, fibrin; hemothorax; lseuritis; shredded muscle; blood clots; empty GI; enlarged liver.",bwagoner,2008-03-02 00:00:00.000,dszemer,2009-09-28 10:57:28.900
973,2008-02-20 00:00:00.000,BoIm,,0,Rehab,SWF,cdold,"Animal died during diagnostic workup. MMPL sent staff to SWF to help with necropsy.
Chronic. Wounds; fractured, luxated rib; shredded, hemorrhagic muscle; hemothorax; GI contentents, blood in abdomen; blood stained ingesta; perforated pleura, hemidiaphragm, lung, colon; black line kidneys.",bwagoner,2008-03-02 00:00:00.000,dszemer,2009-09-28 11:01:27.717
977,2008-09-29 00:00:00.000,NaDe,,0,Rehab,SWF,unk,"Hand reared orphaned calf, under 
treatment for possible pneumatosis Orphan",bwagoner,2008-11-02 00:00:00.000,D,2009-07-09 10:09:34.293
978,2008-05-05 00:00:00.000,NaOt,Calf w/ buyancy issues,0,Trans,MMPL,unk,,dszemer,2008-05-05 00:00:00.000,dszemer,2009-09-23 09:25:24.407
986,2008-11-23 00:00:00.000,NaOt,Other,0,No,CHASS,unk,"Animal died after being tagged for a rescue attempt, died within three hours Other",nadimey,2008-11-23 00:00:00.000,D,2009-07-09 10:09:34.293
989,2009-02-26 00:00:00.000,NaOt,,0,PriorTr,,,,dszemer,2009-08-27 13:19:03.560,D,2009-08-27 13:19:03.560
990,2009-04-08 00:00:00.000,HumI,"plastic, monofilament, and line in stomach, duodenum; peanut-shaped head; outline vertebral column",0,Rehab,,,,dszemer,2009-08-27 12:29:40.477,dszemer,2010-01-29 10:24:00.910
995,2008-12-11 00:00:00.000,NaOt,large ventral lump,0,Rehab,LPZ,dmurphy,Found dead upon arrival at 0700 large ventral lump,vedmonds,2008-12-11 00:00:00.000,D,2009-07-09 10:09:34.293
997,2008-12-05 00:00:00.000,BoUn,,1,Rehab,LPZ,dmurphy,Manatee was euthanized after radiographs suggested no reasonable chance of recovery,vedmonds,2008-12-11 00:00:00.000,D,2009-07-09 10:09:34.293
998,2008-10-31 00:00:00.000,NaOt,Emaciated,0,Rehab,LPZ,dmurphy, Emaciated,vedmonds,2008-12-11 00:00:00.000,D,2009-07-09 10:09:34.293
1000,2009-01-04 00:00:00.000,BoIm,"Chronic. Healing wounds; remodeling, sub-luxated ribs; necrotic, shredded muscle; torn, collapsed lung; torn hemidiaphragm; resolving blood clots.",0,Rehab,MSQ,,,dszemer,2009-08-27 10:39:00.180,dszemer,2009-08-27 12:22:24.283
1001,2008-12-10 00:00:00.000,NaDe,,0,Trans,MMPL,unk, Orphan,dszemer,2008-12-10 00:00:00.000,D,2009-07-09 10:09:34.293
1003,2008-12-29 00:00:00.000,BoUn,,0,Trans,MMPL,unk,"Impact, acute. Fresh wounds; fractured ribs, kidney; hemothorax; perforated, collapsed lung; blood clots; displaced liver; kidney, pancreas, muscle pallor.",dszemer,2009-01-15 00:00:00.000,D,2009-07-09 10:09:34.293
1004,2019-02-11 00:00:00.000,Unde,,0,AftRel,FWCT,,,dszemer,2019-02-15 07:40:42.777,D,2019-02-15 07:40:42.777
1005,2018-08-27 00:00:00.000,Deco,,0,AftRel,FWCSW,,Autolyzed and/or missing internal organs; Shark scavenging.,glonati,2019-05-13 12:15:06.547,dszemer,2019-05-13 13:38:55.343
1006,2013-02-28 00:00:00.000,NaRe,,0,AftRel,MMPL,,,dszemer,2014-01-24 11:01:12.883,D,2014-01-24 11:01:12.883
1009,2011-01-06 00:00:00.000,NaCs,,0,AftRel,MMPL,,,dszemer,2011-02-09 12:45:04.893,D,2011-02-09 12:45:04.893
1014,2008-08-03 00:00:00.000,NaDe,,0,Rehab,SWF,bblankensh,"Orphaned calf from Sebastian, FL Orphan",bwagoner,2008-08-12 00:00:00.000,D,2009-07-09 10:09:34.293
1015,2022-02-22 00:00:00.000,Unde,,0,AftRel,,,,bgreer,2023-10-02 11:22:44.420,D,2023-10-02 11:22:44.420
1018,2008-06-30 00:00:00.000,NaDe,,0,Trans,FWCIR,unk, Orphan,aspellman,2008-06-20 00:00:00.000,D,2009-07-09 10:09:34.293
1019,2008-05-28 00:00:00.000,BoUn,,0,No,MMPL,unk,"An attempt was made to capture this aniaml on 25 May, but had to be released when net got caught on bottom debris.  Could not be relocated until found dead on the 28th.",dszemer,2008-09-07 00:00:00.000,D,2009-07-09 10:09:34.293
1020,2008-08-23 00:00:00.000,BoBo,"fresh wounds; GI, liver, kidney pallor; fractured ribs, vertebrae, kidneys; torn lung; blood clots; torn, shredded, hemorrhagic muscle; hemothorax",0,Trans,MMPL,unk,,dszemer,2008-08-23 00:00:00.000,dszemer,2009-09-23 12:58:34.173
1023,2008-07-14 00:00:00.000,BoUn,,0,Rehab,LPZ,dmurphy,Died overnight,vedmonds,2008-10-29 00:00:00.000,D,2009-07-09 10:09:34.293
1025,2008-07-30 00:00:00.000,NaDe,,0,Rehab,SWF,cdold, Orphan,bwagoner,2008-08-12 00:00:00.000,D,2009-07-09 10:09:34.293
1027,2008-12-22 00:00:00.000,NaCs,,0,Resc,MMPL,unk,"large skin abscesses; ulcerating, necrotic cold stress lesions; abscesses muscle, lymph nodes; swollen flippers Cold stress",dszemer,2009-01-15 00:00:00.000,D,2009-07-09 10:09:34.293
1028,2009-07-30 00:00:00.000,NaOt,,0,Rehab,MZ,lfigueroao,Necrotizing enterocolitis with pneumatosis intestinal,jzegarra,2009-08-26 14:35:38.540,D,2009-08-26 14:35:38.540
1030,2009-01-27 00:00:00.000,NaCs,,0,Resc,MMPL,unk,"Cold stress lesions, peanut shaped head, longitudinal folds, bloody lungs, mucus airways, congested tracheal, urinary bladder mucosa, abscesses muscle, empty GI tract Cold stress",dszemer,2009-02-04 00:00:00.000,D,2009-07-09 10:09:34.293
1031,2009-01-31 00:00:00.000,BoUn,,0,Resc,MMPL,unk,"Fresh watercraft wounds, torn, hemorrhagic muscle, fractured vertebrae, kidneys, kidney pallor, torn liver, blood clots",dszemer,2009-02-04 00:00:00.000,D,2009-07-09 10:09:34.293
1035,2009-01-25 00:00:00.000,NaCs,,0,Trans,MMPL,unk, Cold Stress,dszemer,2009-02-04 00:00:00.000,D,2009-07-09 10:09:34.293
1038,2021-03-22 00:00:00.000,Unde,,0,AftRel,,,,bgreer,2023-10-02 11:01:21.473,D,2023-10-02 11:01:21.473
1039,2009-02-20 00:00:00.000,Unde,specific COD could not be determined,0,PriorTr,,,,dszemer,2009-08-27 13:11:27.603,D,2009-08-27 13:11:27.603
1040,2009-07-25 00:00:00.000,BoPr,,1,Rehab,SWF,sgearhart,"Original rescue number was SWFTm0901b, rescued on 2/2/09 with male calf, SWFTm0902B (Edward), due to cold stress. Both released on 5/28/09 in Jacksonville, Fl.",slehr,2009-08-27 15:19:16.233,D,2009-08-27 15:19:16.233
1041,2009-07-19 00:00:00.000,BoPr,,0,AftRel,,,,dszemer,2009-08-27 12:07:33.210,dszemer,2009-08-27 12:23:14.270
1042,2009-02-10 00:00:00.000,Unde,,0,Rehab,SWF,,,dszemer,2009-08-27 12:13:23.747,dszemer,2009-08-27 12:20:29.423
1043,2008-12-27 00:00:00.000,BoUn,,0,Rehab,MMPL,unk,,dszemer,2008-12-27 00:00:00.000,D,2009-07-09 10:09:34.293
1047,2011-01-17 00:00:00.000,NaCs,,0,AftRel,MMPL,,,dszemer,2011-01-24 09:25:43.917,D,2011-01-24 09:25:43.917
1048,2008-09-11 00:00:00.000,BoIm,,1,Rehab,SWF,sgearhart,"Animal scoped to determine extend of injuries, decision was to euthanize, path lab was on site. 
Chronic. Resolving watercraft wound; fractured ribs; hemothorax with fibrin; consolidated lung; emaciated; enlarged lymph nodes; torn, hemorrhagic, necrotic tissue, muscle; relatively empty GI.",bwagoner,2008-11-02 00:00:00.000,dszemer,2009-09-28 12:45:22.253
1050,2008-10-06 00:00:00.000,BoIm,,0,Rehab,SWF,sgearhart,"Animal was floating bilateral,very high in water, tapped chest several different times.
",bwagoner,2008-11-02 00:00:00.000,dszemer,2009-09-28 13:28:44.100
1051,2008-10-12 00:00:00.000,NaCs,,0,Trans,SWF,unk,"Animal rescued from Dennis,MA Sesuit Harbor, Cape Cod, several days in low 60 degree waters Cold stress",bwagoner,2008-11-02 00:00:00.000,dszemer,2009-09-28 13:31:21.990
1055,2008-10-04 00:00:00.000,NaOt,,0,Rehab,SWF,cdold,"Animal brought in for possible shock/erratic breathing on 10/3/08, found dead next day.
Viscous, bloody mucus airways; congested urterus, bladder, airway mucosa, mesenteries, thymus; bloody kidney; empty upper GI tract.",bwagoner,2008-11-02 00:00:00.000,dszemer,2009-09-28 13:02:38.747
1056,2008-11-04 00:00:00.000,BoIm,,0,Rehab,LPZ,dmurphy,Found at 0700 in medical pool.  Evidence of a seizure or violent thrashing was found.,vedmonds,2008-12-11 00:00:00.000,D,2009-07-09 10:09:34.310
1057,2008-12-12 00:00:00.000,Unde,,0,AftRel,MMPL,unk,,dszemer,2008-12-12 00:00:00.000,D,2009-07-09 10:09:34.310
1059,2008-09-11 00:00:00.000,NaOt,,0,AftRel,MMPL,unk,"Congected GI, bladder, airway mucosa, pancreas, muscle, salivary glands, major vessels; dark line, wet cut surfaces, swollen kidneys; bloody fluid uterus, vulva, nares; foamy blood clots; dark red lungs; peduncle scrapes.",dszemer,2008-09-10 00:00:00.000,dszemer,2014-08-19 09:44:02.633
1065,2009-06-28 00:00:00.000,BoIm,,1,Rehab,,,,dszemer,2009-08-27 14:08:00.223,dszemer,2016-12-15 14:41:31.283
1068,2009-04-02 00:00:00.000,NaCs,"Lesions,; anasarca; abscess lung; froth airways; ulcers stomach, SI; dry, hard feces",0,PriorTr,,,,dszemer,2009-08-27 13:54:49.560,dszemer,2009-09-22 11:29:35.383
1071,2013-06-20 00:00:00.000,BoIm,,0,AftRel,MMPL,,,dszemer,2014-01-24 11:19:56.203,D,2014-01-24 11:19:56.203
1076,2009-07-09 00:00:00.000,NaDe,,0,Rehab,,,,dszemer,2009-08-27 14:16:07.903,D,2009-08-27 14:16:07.903
1078,2009-04-08 00:00:00.000,BoBo,,0,Rehab,LPZ,dmurphy,spent a week in shallow water due to her inability to lift her head on her own. Seizured on 04/07/2009 and died the next day.,vedmonds,2009-08-26 16:12:47.973,D,2009-08-26 16:12:47.973
1080,2009-08-16 00:00:00.000,NaOt,,0,Rehab,SWF,cdold,"Primary COR was entanglement, but also mating herd related. Possible stress/exhaustion. Necropsied by FWRI Marine Mammal Path lab.",slehr,2009-08-27 15:12:29.260,dszemer,2009-10-13 10:45:27.070
1081,2009-08-11 00:00:00.000,NaOt,,0,Rehab,SWF,cdold,"Animal had a torsion, had been observed barrel rolling swimming for several hours out in Tampa Bay.",bwagoner,2009-08-27 15:22:33.330,D,2009-08-27 15:22:33.330
1082,2017-03-22 00:00:00.000,Unde,,0,AftRel,MMPL,,,dszemer,2018-11-09 09:02:16.057,D,2018-11-09 09:02:16.057
1084,2012-11-23 00:00:00.000,Unde,,0,AftRel,MMPL,,,dszemer,2018-11-08 12:43:42.477,D,2018-11-08 12:43:42.477
1087,2009-03-09 00:00:00.000,NaOt,,0,PriorTr,,,,dszemer,2009-08-28 11:55:46.100,D,2009-08-28 11:55:46.100
